,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9506.11,9315.93,5443.68,10450.77,15189.8,66489.03,5799756.12,15348120.95,23485242.38,31699928.91,43241265.64,40174119.23,243106403.4,163951249.6,211394253.25,585729175.61
e_1,4845.52,12935.1,6014.53,12248.43,15104.85,76547.08,6287592.84,17028856.76,25202611.85,49541595.06,44807130.99,59615703.63,242901377.93,176708333.11,207771156.99,548100307.04
d_1,5079.79,5817.02,14352.79,9382.38,14330.59,79566.75,6013806.01,15225817.14,42749686.45,18863585.25,52061494.95,58005010.06,241804241.19,173846186.48,273440998.23,595496603.2
c_1,4525.85,5239.71,6086.51,25079.96,26767.61,89007.09,5956840.13,15187904.87,16663181.19,25376204.45,33859490.86,64221176.77,240748931.85,162417018.36,268044590.24,600865892.61
b_1,4840.42,5408.99,6668.72,9776.4,42105.44,157619.33,5636485.57,15393678.41,24535416.47,24644967.98,30675274.74,58384932.1,231390079.96,134998038.15,272105777.1,563271496.93
a_1,4931.84,5433.45,6934.54,10982.63,16279.67,317614.61,6225246.85,15174830.47,24450300.93,26784533.07,38915422.51,55156397.75,249653263.61,130366275.23,302090258.79,668174165.27
h_1,5961.81,6228.43,7364.95,11251.38,16343.95,83669.42,10325603.66,19046211.6,22453191.8,28659324.11,43063492.68,68379493.53,242987521.81,204455519.97,300659537.95,831373262.06
g_1,4361.72,5649.33,9547.82,11235.62,15424.09,85007.23,6345819.86,33744991.86,29530927.67,27465185.6,44497215.06,87657478.45,277325564.26,184883709.51,358318071.13,651297373.62
c_0,5308.23,6635.29,7181.08,9238.83,14279.98,83086.36,6400547.2,17177231.45,38620429.85,33579174.75,83339740.22,63273232.65,280676987.16,243324536.4,323683946.25,735404792.4
d_0,4707.17,5438.01,5324.56,19039.37,18299.25,86182.93,6120474.78,17188859.12,18632102.68,45020053.36,39132122.27,63023514.29,278213006.07,179243952.53,301182222.99,598596666.52
b_0,5280.03,6491.73,6613.21,13068.27,13996.29,62913.13,7545126.91,19322346.3,26369818.94,34752421.09,74767429.39,62968211.77,303035755.75,364855049.93,345359751.1,747551678.02
f_0,4571.34,5742.58,7604.72,11946.77,16356.3,94584.17,6653461.39,18332140.01,25050175.46,30994045.81,53012002.76,102531397.45,281162083.93,179631331.4,588605435.03,716757645.83
h_0,5962.79,5744.28,7507.0,11085.34,17534.12,86134.21,5255260.82,21143625.0,27876621.56,30343001.15,42088241.27,63417269.28,184393561.82,170983120.96,308133719.71,833376861.96
a_0,4825.82,6019.45,7468.89,12429.02,17989.55,60032.94,6626198.43,18419599.69,26474024.25,30546645.45,44739469.06,63417269.28,310116444.87,320174275.52,329703080.09,706787971.54
e_0,6107.01,5749.87,7359.93,10395.92,16717.98,67805.79,7054013.21,16995230.7,27327464.14,28751433.96,48286307.9,72697400.08,323762399.67,221521641.88,629933976.3,732768336.1
g_0,4734.67,5364.22,9489.24,11491.33,17756.25,87538.02,5747284.44,11746016.22,27783043.37,25611706.82,42929965.43,91662081.82,276178979.51,200282466.06,364278329.99,577124964.4
