,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.42,0.38,0.56,0.44,0.29,0.28,0.28,0.47,0.29,0.27,0.29,0.25,0.19,0.15,0.21
f_1,0.73,0.94,0.46,0.41,0.35,0.27,0.26,0.25,0.28,0.26,0.25,0.18,0.23,0.18,0.15,0.2
d_1,0.54,0.49,0.95,0.37,0.42,0.3,0.28,0.24,0.2,0.46,0.34,0.25,0.27,0.22,0.21,0.17
c_1,0.41,0.48,0.46,0.94,0.68,0.31,0.34,0.26,0.27,0.17,0.23,0.28,0.25,0.22,0.21,0.22
b_1,0.45,0.58,0.47,0.41,0.94,0.54,0.36,0.28,0.29,0.29,0.17,0.3,0.24,0.15,0.24,0.2
a_1,0.6,0.6,0.52,0.49,0.35,0.94,0.39,0.35,0.36,0.34,0.33,0.35,0.32,0.23,0.23,0.29
h_1,0.71,0.98,0.81,0.6,0.63,0.4,0.75,0.56,0.45,0.41,0.37,0.37,0.28,0.28,0.3,0.43
g_1,0.7,0.72,1.11,0.64,0.66,0.42,0.42,0.76,0.48,0.47,0.39,0.6,0.34,0.31,0.31,0.28
d_0,0.67,0.79,0.54,1.15,0.71,0.55,0.47,0.42,0.67,0.38,0.44,0.45,0.43,0.34,0.32,0.29
c_0,0.83,0.91,0.7,0.65,0.52,0.49,0.53,0.49,0.56,0.68,0.74,0.45,0.45,0.43,0.34,0.34
b_0,0.93,0.87,0.74,0.81,0.53,0.45,0.54,0.51,0.56,0.49,0.68,0.49,0.5,0.58,0.34,0.38
f_0,0.75,0.7,0.87,0.76,0.71,0.56,0.58,0.45,0.56,0.48,0.43,0.66,0.47,0.35,0.66,0.35
h_0,0.97,1.19,0.88,0.79,0.75,0.51,0.49,0.64,0.51,0.57,0.46,0.5,0.41,0.38,0.32,0.5
a_0,1.01,1.02,0.91,0.77,0.82,0.39,0.61,0.58,0.5,0.53,0.48,0.52,0.51,0.64,0.41,0.42
e_0,0.65,1.05,1.02,0.78,0.7,0.58,0.68,0.55,0.59,0.58,0.6,0.49,0.54,0.4,0.64,0.46
g_0,0.9,0.92,1.32,0.9,0.77,0.53,0.53,0.51,0.56,0.59,0.53,0.76,0.44,0.38,0.46,0.33
