,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.78,2.48,1.23,1.06,1.18,1.06,4.31,4.02,5.02,5.84,5.55,2.8,9.53,6.59,7.77,3.64
e_1,1.42,6.09,1.19,1.62,1.31,1.4,4.52,4.0,6.13,12.28,5.48,6.52,9.72,6.49,9.72,3.01
d_1,1.62,1.14,6.13,1.09,1.17,1.27,4.98,5.89,11.51,3.04,7.42,6.04,9.45,6.53,9.77,6.82
c_1,1.28,1.14,1.39,6.91,2.31,0.97,4.0,3.58,1.73,5.73,4.58,6.6,6.07,4.82,9.08,6.24
b_1,1.11,1.3,1.3,1.35,7.36,2.34,5.33,4.12,6.13,5.57,3.04,5.77,10.38,4.23,8.34,6.07
a_1,1.57,1.18,1.36,1.3,1.17,10.56,4.83,4.46,5.19,6.53,8.16,7.82,11.19,3.36,9.17,8.5
h_1,2.16,1.24,1.91,1.56,1.34,1.36,16.25,7.44,7.91,7.43,7.86,6.88,6.8,7.35,17.12,8.94
g_1,1.11,1.42,2.66,1.65,1.47,1.35,5.52,19.19,7.39,5.9,8.2,11.63,10.57,7.49,7.46,8.45
c_0,1.64,1.51,1.77,0.82,1.28,2.06,6.43,6.62,15.14,8.13,15.6,10.75,12.01,9.53,12.97,9.56
d_0,1.42,1.58,0.79,3.46,1.66,1.43,5.39,6.34,5.19,15.11,7.46,8.2,9.72,7.05,10.2,9.12
b_0,1.69,1.36,1.57,1.77,0.88,1.59,6.11,7.48,7.89,7.86,18.33,9.14,11.98,18.52,12.98,11.11
f_0,0.77,1.19,1.67,1.76,1.61,2.15,7.21,6.08,7.57,8.34,9.06,18.87,12.27,9.46,12.34,21.12
h_0,2.2,1.43,1.73,1.58,1.51,1.64,3.83,7.68,7.6,7.57,7.72,8.77,6.16,10.4,15.93,6.16
a_0,1.42,1.53,2.04,1.6,1.59,0.83,7.35,7.22,7.08,6.95,8.87,8.86,14.07,25.06,13.27,7.82
g_0,1.33,1.41,2.46,1.59,1.39,1.75,6.73,4.46,7.5,7.35,7.5,11.82,11.0,8.61,6.93,11.33
e_0,1.64,0.71,1.78,2.03,1.61,1.71,6.83,6.88,7.3,7.79,7.73,9.26,14.16,8.92,10.35,26.56
