,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.9,67.03,142.9,116.39,163.33,394.73,14253.4,34834.03,23476.52,24903.07,42888.56,50054.14,105587.3,133125.94,177024.55,319136.98
f_1,95.44,101.95,121.95,109.24,158.63,358.76,11937.35,24358.37,21127.47,23215.53,41157.92,36110.35,101220.92,129430.44,146375.53,337704.44
c_1,49.52,56.2,154.25,100.17,216.34,389.41,10714.83,16802.69,20157.34,17722.97,27581.94,36503.12,89550.37,95714.26,159062.76,252723.86
d_1,55.64,65.63,80.35,162.7,122.37,298.0,11127.78,15674.17,16737.36,32651.36,43166.02,39281.43,95220.7,128184.0,173342.0,227959.71
b_1,51.16,53.49,82.26,96.41,201.78,511.32,9520.09,14916.29,16654.21,19432.69,26237.73,36952.0,86327.81,79825.45,138512.52,234760.22
a_1,37.94,43.13,64.82,77.86,71.43,431.26,8502.79,12848.5,13619.24,16145.22,28137.85,24497.3,61623.03,77291.02,106948.73,177558.86
h_1,15.54,19.68,24.65,27.77,33.19,74.8,3978.75,4528.87,5199.6,5824.64,10058.47,9970.29,21976.81,32776.61,40258.6,79084.88
d_0,10.37,13.12,33.33,21.3,39.66,74.38,2594.97,5197.2,4058.83,4199.19,7815.25,8807.9,22795.35,22914.15,40982.29,63543.56
g_1,12.02,13.32,21.09,31.66,28.4,64.16,2471.54,4304.92,5812.85,5451.61,9501.84,11150.67,20474.13,27459.16,41179.83,50274.43
c_0,13.67,14.21,18.32,21.52,24.24,67.63,2681.52,4342.95,3989.97,6165.39,13133.37,9167.74,24250.35,32787.04,40014.9,61156.35
b_0,10.99,11.7,20.28,19.23,21.85,55.02,2475.27,3687.66,3372.73,3617.89,8743.19,7985.04,16948.75,35205.55,29372.31,55050.83
f_0,8.82,10.11,20.03,20.18,24.06,75.27,2006.29,3464.2,3419.09,4220.16,7396.07,9320.3,18054.88,24961.58,47990.9,43530.02
h_0,9.0,10.39,14.54,14.95,19.02,46.96,1415.33,2498.31,3182.01,2654.2,5467.65,5465.39,12569.01,15970.84,22611.83,41808.82
a_0,8.14,7.56,15.07,13.46,17.13,36.14,1418.06,2813.11,2376.75,2544.78,4468.46,5134.54,13411.77,20657.82,23453.82,33238.78
e_0,5.9,7.4,11.95,12.22,16.99,38.19,1332.23,1939.03,2067.07,2502.47,4743.72,4220.94,12707.21,13759.82,26693.77,33614.87
g_0,5.7,5.39,9.33,14.9,15.22,35.65,1154.96,1674.38,2003.23,2325.19,3734.53,5821.54,9782.55,13123.79,18824.61,24975.5
