,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,114.09,9.14,14.89,16.32,25.31,52.28,2144.76,2815.08,7750.89,6093.88,5801.85,7328.44,17503.0,,40022.76,22529.9
f_1,21.17,121.88,13.35,13.24,19.8,59.33,2228.92,2763.5,4704.39,5858.9,,7898.25,22200.58,19680.8,19140.96,26243.51
d_1,11.41,13.96,129.89,13.18,19.56,56.13,1771.49,2051.96,,8957.89,5847.28,8470.69,18875.11,23027.12,31523.31,26095.11
c_1,10.4,15.49,15.54,130.37,27.28,77.0,1702.35,2914.9,4749.5,,6021.98,7119.36,18051.75,19703.21,30193.71,28230.46
b_1,11.11,12.94,14.13,12.24,171.23,77.21,1690.23,2716.78,3646.44,4998.7,4740.5,,21759.15,19355.52,20867.0,
a_1,9.4,7.61,8.43,7.08,10.96,455.33,1379.38,1676.16,2828.43,3654.49,3391.22,4855.4,8823.03,,19969.49,
h_1,6.36,8.38,6.8,6.63,8.42,31.32,3400.05,1407.7,2130.47,2539.23,2704.35,3506.37,,8126.5,16386.77,9305.24
g_1,3.74,4.56,9.76,6.07,7.44,24.93,979.1,4798.23,1721.19,1684.74,2595.32,3610.79,7053.14,7938.36,,10435.59
d_0,4.46,5.75,,10.34,10.22,26.28,861.42,1494.41,4939.54,1875.67,2509.47,2615.73,9827.72,,12706.21,9830.59
c_0,4.94,5.58,4.56,,7.45,22.94,724.29,1175.98,2192.3,5380.1,2982.45,5740.58,7583.38,8000.41,12720.73,11931.11
f_0,4.98,,6.13,5.64,10.23,24.21,592.31,1288.88,2008.78,1829.44,6302.47,1768.37,6639.84,15570.45,9584.86,11369.33
b_0,4.92,4.71,4.53,4.83,,25.06,736.48,952.98,1778.8,1343.29,3132.62,7314.8,8078.98,7546.71,12455.41,15083.88
h_0,5.0,4.89,4.42,5.73,5.35,22.62,,1452.25,1284.13,1895.17,2002.76,2360.1,,6109.82,15855.4,8052.43
e_0,,3.42,3.29,3.98,5.22,,614.77,980.76,,1421.37,987.26,1890.83,5874.84,17954.14,7152.81,6668.2
g_0,2.41,5.14,5.79,3.93,5.87,24.54,660.21,,1450.53,1668.41,2392.84,1251.46,4593.04,5867.19,,
a_0,2.7,3.87,3.42,2.99,,,541.9,766.63,1276.5,1169.32,1206.56,1381.41,5767.47,5469.6,,20251.58
