,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.9,0.4,0.2,0.2,0.16,0.1,0.18,0.2,0.13,0.14,0.16,0.08,0.17,0.14,0.16,0.11
e_1,0.24,0.89,0.17,0.29,0.17,0.1,0.22,0.37,0.15,0.21,0.18,0.17,0.17,0.13,0.17,0.06
d_1,0.25,0.22,0.9,0.14,0.16,0.14,0.2,0.1,0.15,0.37,0.21,0.18,0.22,0.12,0.17,0.11
c_1,0.24,0.2,0.2,0.89,0.32,0.12,0.19,0.17,0.16,0.07,0.12,0.17,0.22,0.13,0.14,0.11
b_1,0.21,0.19,0.22,0.23,0.89,0.23,0.19,0.18,0.15,0.18,0.07,0.16,0.18,0.09,0.17,0.11
a_1,0.24,0.22,0.24,0.21,0.16,0.87,0.26,0.2,0.16,0.19,0.21,0.16,0.19,0.08,0.16,0.11
h_1,0.39,0.23,0.26,0.27,0.21,0.13,0.6,0.23,0.24,0.23,0.19,0.17,0.15,0.14,0.28,0.13
d_0,0.29,0.29,0.15,0.49,0.19,0.11,0.28,0.45,0.15,0.19,0.19,0.23,0.23,0.14,0.23,0.14
g_1,0.3,0.22,0.43,0.26,0.19,0.14,0.23,0.16,0.56,0.22,0.22,0.3,0.22,0.12,0.12,0.13
c_0,0.31,0.3,0.31,0.18,0.13,0.14,0.28,0.26,0.17,0.47,0.46,0.2,0.25,0.22,0.25,0.14
b_0,0.3,0.3,0.31,0.24,0.1,0.08,0.32,0.28,0.21,0.27,0.43,0.21,0.23,0.34,0.23,0.16
f_0,0.18,0.24,0.3,0.27,0.24,0.15,0.32,0.27,0.21,0.27,0.25,0.41,0.25,0.16,0.2,0.29
h_0,0.38,0.25,0.28,0.26,0.24,0.13,0.16,0.21,0.29,0.19,0.21,0.18,0.18,0.15,0.25,0.11
a_0,0.33,0.29,0.28,0.27,0.19,0.1,0.29,0.31,0.2,0.24,0.22,0.23,0.29,0.39,0.2,0.14
g_0,0.26,0.24,0.4,0.28,0.21,0.17,0.24,0.22,0.13,0.21,0.23,0.32,0.23,0.14,0.13,0.14
e_0,0.33,0.17,0.29,0.26,0.22,0.14,0.35,0.23,0.21,0.25,0.25,0.2,0.28,0.14,0.19,0.42
