,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.37,1.42,1.61,1.74,3.73,21.9,38.62,34.13,32.86,40.9,56.19,69.85,87.36,100.21,154.91
e_1,0.73,1.0,1.24,1.84,2.0,4.13,24.41,31.28,35.73,52.35,43.78,72.8,89.16,113.2,153.68,170.61
d_1,0.7,0.81,1.0,1.01,1.35,3.11,19.21,20.99,32.74,27.0,33.2,46.77,58.44,64.21,76.69,84.4
c_1,0.63,0.54,0.99,1.0,1.55,2.67,13.81,23.97,19.12,16.26,27.25,45.08,58.76,58.05,94.82,83.86
b_1,0.57,0.5,0.74,0.65,1.0,2.91,12.21,18.89,21.08,18.12,26.51,34.35,44.92,46.1,73.24,76.57
a_1,0.27,0.24,0.32,0.37,0.34,1.0,7.1,9.43,9.71,10.86,14.42,13.31,21.94,33.19,31.76,42.2
h_1,0.05,0.04,0.06,0.07,0.07,0.14,1.0,1.99,1.48,1.34,1.8,2.39,4.7,4.69,5.57,6.69
g_1,0.03,0.03,0.05,0.04,0.06,0.11,0.5,1.0,1.11,0.86,1.37,2.49,2.18,3.09,3.73,4.26
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.69,0.89,1.0,1.31,1.79,2.21,2.75,3.05,4.03,4.52
d_0,0.03,0.02,0.04,0.06,0.05,0.09,0.77,1.27,0.77,1.0,1.29,1.48,2.77,2.61,3.26,4.22
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.54,0.69,0.57,0.79,1.0,1.32,1.99,2.89,3.16,3.21
f_0,0.02,0.01,0.02,0.02,0.03,0.07,0.4,0.4,0.47,0.67,0.76,1.0,1.51,1.99,2.97,1.86
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.21,0.46,0.35,0.37,0.49,0.62,1.0,1.08,1.54,1.74
a_0,0.01,0.01,0.02,0.02,0.02,0.03,0.22,0.32,0.33,0.37,0.35,0.56,0.91,1.0,1.06,1.43
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.17,0.28,0.25,0.3,0.33,0.35,0.67,1.06,1.0,1.0
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.22,0.23,0.22,0.3,0.54,0.59,0.66,1.07,1.0
