,d_1,f_1,e_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
d_1,13130.6,3864.36,3489.92,3488.76,7601.16,29386.85,4230619.32,4902721.26,20627172.87,8948570.61,24385352.96,32464433.06,89872131.87,123815286.73,147721979.24,289095896.4
f_1,2827.44,13050.65,7277.9,4873.6,6547.67,24612.73,3901018.76,9811007.47,11137686.35,7982973.26,19545071.24,13311018.19,95220524.22,84357869.19,80246505.75,242493387.17
e_1,2724.9,3545.87,16887.48,5704.09,8434.63,26009.35,3258655.28,19356489.3,10593212.76,8923099.31,18052460.66,28988846.72,100136415.21,106455552.74,72714927.41,319979898.68
c_1,3472.23,2882.68,3589.98,21114.97,16092.18,19310.79,3629524.68,9677408.92,4896091.99,8712083.08,14151687.89,28260614.32,88471815.82,104512527.55,138932309.02,310723457.46
b_1,3284.46,3109.92,3358.09,5182.54,41772.09,53723.42,3831394.45,11306943.74,8371444.57,8987162.84,10479505.02,28931089.83,80488556.65,65476190.31,138665714.47,245119167.12
a_1,3526.99,4309.63,3719.66,5012.83,5775.55,185714.6,3896138.59,9158685.7,9995367.23,9501363.9,19565786.83,29044641.88,105442084.12,54651818.96,116262455.84,319911162.17
h_1,4229.16,5695.79,4733.66,5885.82,9764.58,33321.26,11032646.03,10547681.92,13193888.63,13403848.75,21545690.9,35173483.9,70339915.96,114806274.12,169800495.28,440513078.28
d_0,1770.89,3572.98,4269.24,10923.61,11847.58,40197.08,4614614.59,22716628.9,10341644.4,10808182.8,26482035.18,33339039.16,117853474.72,133593928.19,153225793.76,408101390.77
c_0,4769.23,4263.38,4815.5,4018.45,8154.75,32418.92,5530155.99,12583384.79,25141881.79,12457461.79,45849169.39,42400166.5,117881327.83,171880004.01,163451170.53,399714112.05
g_1,6498.1,3236.41,3628.26,6037.69,10986.6,28977.9,4394677.05,9814974.24,13036549.58,32745402.44,24685824.17,60346148.87,118416356.99,93810267.36,180173311.99,267235640.66
b_0,4571.78,4534.93,4903.41,6437.13,5135.9,24046.47,5438652.91,11861530.91,16187674.4,12236710.9,54137546.78,39292439.01,146042101.73,287454563.05,201497679.17,425612421.67
f_0,5041.61,2337.69,4090.54,6188.42,12168.57,25057.92,4449806.93,10351881.53,16620499.92,13786815.86,27743084.47,79559070.73,128147614.96,132368295.82,398156649.06,358609135.78
h_0,4056.45,5589.33,4296.37,5820.66,10118.9,36680.97,2949143.45,11470609.13,13902785.56,16375085.65,27873554.21,34768930.23,70584388.06,141880088.33,171572111.33,537364094.79
a_0,4758.41,4361.84,4890.93,6801.98,8524.71,15035.55,5557126.64,13183503.06,15101711.87,12155551.39,29113766.97,35184138.66,140128681.09,352280424.27,190556497.39,377934743.95
e_0,4673.57,4450.53,3343.37,6041.3,12430.73,27230.28,4455544.72,12186766.44,17007808.95,11890510.99,23448624.04,40463914.47,146784601.9,152976711.05,444692991.27,525067094.55
g_0,6773.64,3640.63,3254.95,5663.21,10867.09,33893.45,4136270.39,9057896.34,14252078.68,8042309.25,24716566.16,57812924.73,108896610.64,126117570.74,209999982.61,308278029.0
