,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.38,1.1,0.98,1.5,1.36,1.38,2.53,2.35,4.55,2.64,2.62,2.76,3.56,2.59,2.08,3.17
f_1,1.79,2.41,1.08,1.27,1.25,0.97,1.97,2.04,2.74,2.46,2.83,1.76,3.06,2.42,2.03,3.68
d_1,1.35,1.37,2.58,0.91,1.0,1.17,2.53,2.12,1.83,4.56,3.12,2.77,3.55,3.1,3.14,2.8
c_1,1.07,1.19,1.36,2.62,1.91,1.02,2.35,2.15,2.02,1.24,2.27,2.85,2.99,2.64,3.11,3.04
b_1,1.1,1.14,1.45,1.19,2.73,2.13,2.15,2.75,2.46,2.36,1.68,2.73,3.13,2.2,2.86,3.14
a_1,1.14,1.46,1.37,1.31,0.95,3.41,2.55,2.39,2.56,2.95,2.89,3.12,3.86,1.75,2.63,3.7
h_1,1.14,1.76,1.39,1.35,1.34,1.39,4.02,3.32,2.24,2.64,2.87,2.78,2.88,2.99,2.82,4.47
g_1,1.18,1.34,1.93,1.37,1.03,1.25,2.41,4.52,2.43,2.88,2.89,4.07,3.22,2.72,3.84,3.07
d_0,1.07,1.36,0.97,2.26,1.56,1.24,3.0,2.92,3.97,2.36,2.93,3.0,3.49,3.31,2.86,3.61
c_0,1.35,1.54,1.23,1.43,1.19,1.21,2.99,2.68,3.03,4.09,4.95,3.03,3.89,3.76,3.58,3.91
b_0,1.47,1.45,1.37,1.47,1.02,1.2,2.74,2.94,2.95,2.47,4.29,2.51,3.9,5.75,2.93,4.04
f_0,1.16,1.25,1.7,1.33,1.35,1.34,2.75,2.43,2.83,3.15,3.45,4.47,4.06,3.21,5.63,3.63
h_0,1.3,1.77,1.33,1.42,1.44,1.04,1.98,3.31,3.06,2.9,2.64,2.74,2.79,2.48,2.8,4.92
a_0,1.46,1.5,1.45,1.28,1.34,1.18,2.52,3.03,2.57,3.16,2.43,2.57,4.35,5.08,3.4,3.8
e_0,0.98,1.82,1.25,1.28,1.44,1.43,3.19,2.54,2.92,3.12,3.53,2.16,4.28,2.92,5.1,3.65
g_0,1.38,1.21,1.88,1.41,1.27,1.19,2.52,2.47,2.67,2.66,2.87,3.64,3.17,3.32,3.37,3.08
