,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11156.85,8601.86,6477.19,9701.78,16115.3,67717.86,5313915.94,10558929.49,22015494.96,22470144.09,29304376.8,43747473.27,209529702.89,170001291.65,178056998.13,529723346.41
e_1,5374.45,11442.41,6340.17,10883.61,19278.23,68350.6,6327923.29,11311225.71,38056996.78,23410185.86,34054381.93,63331678.27,226732598.29,180800738.5,182621817.66,569873919.16
d_1,5200.68,5112.62,16870.36,7323.58,16507.78,79759.31,5697869.51,14071693.91,17946775.48,42085613.84,39333956.73,65383778.16,255258559.08,194639585.64,247693869.95,627055285.05
c_1,5424.06,4996.28,6792.71,22173.53,33918.07,78824.65,5029462.72,9724924.12,21849496.88,16112016.1,17303295.06,51181523.79,206034940.74,147628562.39,191624194.59,499137798.22
b_1,5539.75,4595.06,6740.97,9690.21,51998.05,153781.37,5993708.83,11008837.14,23822062.99,21523323.98,22914939.39,57339460.54,198297655.94,124924381.3,216490179.44,549078080.2
a_1,5623.54,5083.42,7083.31,9528.02,17276.78,302261.7,6701491.55,12898016.49,25821365.1,24357617.95,30937320.24,58831728.32,197816817.3,154345596.85,261607048.0,548217710.24
h_1,7302.04,5642.13,8065.13,9914.56,17442.18,76286.81,9841744.09,16920402.18,24317114.89,23262525.38,33577980.13,59666802.9,190741154.75,168970383.16,223323690.23,676197865.23
g_1,5316.73,4708.92,11445.03,10087.99,17042.01,80131.26,5977640.11,25051577.8,20571855.95,26601688.36,34618509.64,85367575.64,249764861.46,181439893.64,260130145.7,512721192.86
d_0,5775.16,4996.52,5864.63,17003.88,22819.4,72469.24,5459462.58,11395299.11,35695352.13,16879051.32,29694238.49,59131666.86,236257269.58,189545373.12,251845313.29,614559712.27
c_0,5789.51,5517.71,9302.01,8577.07,14884.32,68861.83,6807319.31,15977542.91,28056956.37,41801293.48,63353684.82,68405693.57,282486655.28,296559745.26,284166546.43,681371188.31
b_0,6091.83,5621.09,8532.3,11128.48,14395.35,57156.15,6642841.92,15254384.89,26591547.1,28834563.3,53870574.93,67310947.15,262462168.54,405208876.53,299979414.81,620623822.91
f_0,5103.68,4313.85,9825.45,10955.34,20038.44,79435.16,6236533.77,11835465.61,26670199.61,27036558.45,35265987.09,106477640.67,274553810.85,239230190.19,486826910.42,663023266.3
h_0,6787.2,5626.5,9277.31,9678.43,17878.83,68946.08,4548174.42,15680886.98,24016903.59,25766670.33,34003017.86,60180245.47,194062610.98,198585529.52,226551439.23,735048247.04
a_0,6450.28,5578.25,9551.52,11165.03,20106.41,60962.64,5871835.78,13158121.2,23588030.32,24771409.25,32474557.08,71301991.52,284328565.88,337795304.23,295948492.73,632241411.71
e_0,5982.09,4563.82,8687.52,9774.11,17443.39,84986.78,5812413.38,13495698.33,25268444.08,30864715.17,33801152.97,66899704.97,283180951.47,215211400.74,507788373.53,687544210.5
g_0,4951.6,5119.52,11700.32,9953.31,19335.08,71272.3,5346636.04,11946642.53,21420481.58,26988823.12,32011850.14,97124874.93,215490637.78,199420423.64,302726974.01,478855698.4
