,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.9,4.52,2.51,3.02,2.46,2.42,9.93,9.58,10.58,14.34,12.97,8.57,18.74,13.79,11.42,18.85
e_1,2.82,6.05,2.39,3.71,2.75,2.89,9.57,10.31,11.06,22.45,14.24,13.18,21.88,14.54,11.63,20.98
d_1,2.85,2.45,6.59,2.3,2.68,2.76,11.48,12.15,21.97,9.3,15.48,14.38,21.12,16.73,16.02,25.57
c_1,2.84,2.42,2.74,6.96,5.19,3.14,9.08,10.07,8.61,12.44,8.34,12.53,18.48,14.29,13.76,18.04
b_1,2.75,2.58,2.55,2.78,7.67,6.25,10.31,9.97,11.7,13.09,9.66,12.58,19.41,11.88,15.23,17.26
a_1,3.32,2.68,2.88,3.16,2.73,11.05,11.28,10.38,13.11,14.67,14.16,14.33,22.13,10.36,16.92,16.82
h_1,4.08,3.03,3.16,2.64,2.9,3.1,18.91,12.56,13.13,12.26,13.21,13.34,18.05,13.55,15.52,29.07
g_1,3.02,2.51,4.21,2.84,3.15,2.85,11.01,22.84,14.72,10.29,16.64,21.29,24.32,16.48,17.68,19.72
c_0,3.21,3.13,3.15,2.49,2.43,2.79,11.78,11.35,21.31,15.38,25.64,14.91,23.68,19.27,18.66,27.0
d_0,3.1,2.94,2.12,5.06,3.14,2.92,10.03,11.07,8.17,19.8,13.19,13.07,24.04,15.66,16.74,21.47
b_0,3.29,2.72,3.06,3.14,2.77,2.69,11.56,10.76,15.13,13.13,23.27,13.73,25.57,30.29,19.34,24.86
f_0,3.04,2.55,3.21,3.1,2.64,3.69,12.51,11.8,16.12,13.78,17.22,26.59,24.73,17.37,35.31,27.58
h_0,3.83,3.11,3.17,3.27,2.77,2.47,8.78,13.62,13.49,14.3,13.79,14.63,16.7,16.4,18.97,29.78
a_0,3.33,2.92,2.65,3.24,3.22,2.64,11.86,10.51,13.05,14.76,15.19,15.08,23.73,27.82,18.56,27.52
e_0,3.81,2.58,3.18,3.07,2.43,3.28,12.79,12.53,15.38,14.36,15.55,15.07,24.75,19.11,32.46,23.65
g_0,2.36,2.58,4.27,3.12,3.0,3.42,10.23,11.07,15.3,11.19,15.52,21.87,23.41,14.48,20.01,20.98
