,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.93,0.85,0.88,0.85,0.41,0.57,0.46,0.42,0.43,0.38,0.33,0.28,,0.32
f_1,1.3,1.0,0.88,1.0,0.81,0.73,0.37,0.46,0.46,0.43,0.4,,0.31,0.31,0.3,0.31
c_1,1.08,1.14,1.0,1.09,1.28,0.7,0.48,0.31,,0.49,0.32,0.4,0.4,0.36,0.34,0.31
d_1,1.18,1.0,0.92,1.0,0.96,0.64,0.5,,0.56,0.39,0.41,0.53,0.34,0.41,0.39,0.21
b_1,1.13,1.23,0.78,1.04,1.0,1.5,0.57,0.51,0.5,0.54,,0.44,0.36,,0.43,0.38
a_1,1.18,1.37,1.44,1.56,0.67,1.0,0.64,0.66,0.61,0.56,0.54,0.54,0.49,,,0.43
h_1,2.44,2.71,2.1,1.98,1.77,1.57,1.0,0.97,0.86,0.86,0.75,0.62,,0.67,0.72,0.66
d_0,1.76,2.16,3.26,,1.96,1.51,1.04,1.0,0.9,0.88,0.92,0.86,0.82,0.84,0.65,0.71
c_0,2.16,2.19,,1.8,1.99,1.63,1.17,1.11,1.0,1.04,1.49,0.93,0.8,0.61,0.67,0.86
g_1,2.36,2.33,2.05,2.59,1.86,1.8,1.16,1.14,0.96,1.0,0.83,1.3,0.63,0.89,0.61,
b_0,2.32,2.47,3.16,2.44,,1.84,1.33,1.09,0.67,1.2,1.0,0.7,0.88,0.96,0.77,0.82
f_0,2.66,,2.47,1.9,2.27,1.85,1.62,1.16,1.07,0.77,1.42,1.0,0.98,0.86,0.99,0.82
h_0,3.06,3.25,2.49,2.93,2.82,2.03,,1.22,1.26,1.59,1.14,1.02,,0.9,0.89,0.96
a_0,3.51,3.27,2.81,2.46,,,1.49,1.19,1.65,1.12,1.05,1.16,1.11,1.0,0.88,
e_0,,3.33,2.91,2.55,2.33,,1.38,1.55,1.48,1.63,1.3,1.01,1.13,1.13,1.0,0.97
g_0,3.1,3.22,3.18,4.72,2.6,2.3,1.51,1.41,1.16,,1.23,1.22,1.04,,1.03,
