,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.99,0.96,0.8,0.62,0.47,0.44,0.6,0.44,0.37,0.41,0.38,0.44,0.28,0.34
f_1,1.25,1.0,0.96,0.92,0.85,0.67,0.39,0.51,0.42,0.36,0.38,0.28,0.31,0.29,0.29,0.34
d_1,1.01,1.04,1.0,0.96,0.84,0.74,0.44,0.42,0.44,0.67,0.44,0.38,0.36,0.32,0.35,0.24
c_1,1.05,1.09,1.04,1.0,1.27,0.8,0.5,0.5,0.33,0.43,0.36,0.38,0.38,0.35,0.36,0.3
b_1,1.25,1.17,1.19,0.79,1.0,1.19,0.49,0.49,0.49,0.57,0.51,0.46,0.41,0.3,0.31,0.35
a_1,1.61,1.48,1.35,1.25,0.84,1.0,0.89,0.66,0.71,0.68,0.59,0.73,0.53,0.49,0.53,0.4
h_1,2.11,2.66,2.31,2.06,1.97,1.16,1.0,1.13,0.78,0.83,0.9,0.87,0.72,0.51,0.66,0.77
g_1,2.16,1.93,2.4,1.92,1.99,1.55,0.88,1.0,1.01,0.93,1.09,1.12,0.82,0.74,0.79,0.9
d_0,1.58,2.58,1.98,3.15,2.11,1.4,1.29,1.05,1.0,0.74,0.9,0.91,0.88,0.87,0.67,0.78
c_0,2.31,2.91,1.5,2.4,1.78,1.38,1.21,1.14,1.32,1.0,1.34,0.91,0.9,1.0,0.76,0.82
b_0,2.55,2.52,2.21,2.95,1.96,1.74,1.13,0.93,1.14,0.7,1.0,0.91,0.98,1.15,0.81,0.89
f_0,2.45,3.65,2.54,2.61,2.16,1.32,1.13,0.95,1.13,1.09,1.13,1.0,0.95,0.94,1.16,0.59
h_0,2.51,3.23,2.72,2.8,2.43,1.82,1.51,1.2,1.19,1.09,1.01,0.98,1.02,1.02,0.89,1.18
a_0,2.24,3.42,2.91,3.0,3.53,,1.97,1.29,1.15,1.02,0.9,1.04,0.96,1.0,1.17,0.83
e_0,3.28,3.86,2.73,2.88,3.25,1.87,1.55,1.37,1.45,1.3,1.18,0.81,1.12,0.85,1.0,1.12
g_0,2.87,2.87,4.26,3.42,2.76,2.36,1.32,1.1,1.24,1.21,1.12,1.69,0.87,1.18,0.94,1.03
