,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.73,1.61,1.85,2.28,1.99,0.42,0.4,0.35,0.78,0.37,0.91,0.22,0.39,0.39,0.36
e_1,1.1,0.44,2.38,2.08,2.45,2.45,0.63,0.42,0.4,0.63,0.35,0.5,0.27,0.48,1.12,0.29
d_1,1.98,2.34,0.41,2.5,2.06,1.79,0.5,0.98,0.42,0.35,0.43,0.37,0.26,0.36,0.37,0.19
c_1,1.91,1.8,2.29,0.41,2.24,2.54,0.65,0.24,0.99,0.54,0.42,0.4,0.34,0.35,0.38,0.35
b_1,2.7,2.35,2.24,1.19,0.4,1.95,0.76,0.51,0.63,0.76,1.38,0.42,0.37,0.49,0.44,0.35
a_1,3.09,3.05,2.67,3.36,1.16,0.34,1.2,0.81,0.54,0.93,0.72,0.67,0.42,1.59,0.67,0.44
h_1,4.46,3.21,3.49,3.41,3.09,2.54,0.32,0.61,0.69,1.0,0.85,0.66,0.82,0.69,0.61,0.44
d_0,3.51,2.02,9.16,4.64,3.77,3.06,1.0,0.39,0.81,0.96,0.81,0.88,0.55,0.75,0.87,0.65
c_0,3.82,4.73,1.76,6.69,4.14,3.37,1.03,1.64,0.39,1.31,0.82,0.68,0.5,0.76,0.68,0.56
g_1,5.63,3.93,3.94,4.18,3.78,3.29,0.82,0.9,0.88,0.29,0.82,0.84,0.45,0.68,0.81,0.91
b_0,4.62,4.0,3.27,6.09,7.39,3.35,1.02,0.98,0.45,1.28,0.35,0.73,0.59,0.62,0.76,0.64
f_0,10.45,4.05,3.63,4.91,4.21,3.52,1.2,0.97,0.95,0.7,0.76,0.34,0.63,0.62,0.83,0.34
h_0,4.47,4.54,4.16,5.1,4.28,4.15,2.33,0.99,0.95,1.08,1.01,0.86,1.37,0.94,0.78,0.74
a_0,5.0,4.61,4.42,5.11,7.16,10.04,1.3,1.13,1.0,1.24,0.51,0.92,0.87,0.33,1.13,0.66
e_0,9.6,8.98,4.44,4.59,6.05,3.78,1.28,1.14,0.91,1.11,0.93,0.45,0.84,1.32,0.3,0.7
g_0,6.37,5.45,4.76,5.99,5.69,3.52,1.07,1.14,0.99,2.03,0.95,0.97,0.55,0.89,1.19,1.1
