,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.46,0.94,0.94,0.89,0.72,1.05,0.96,1.23,1.07,1.19,0.86,1.12,0.93,0.75,1.13
e_1,0.98,1.53,0.91,1.22,0.98,0.83,1.18,1.05,1.74,1.22,1.12,1.14,1.24,1.05,0.88,1.2
d_1,1.16,1.05,1.58,0.9,0.93,0.78,1.21,1.0,1.06,1.76,1.36,1.13,1.33,1.16,1.12,1.18
c_1,1.09,0.93,1.03,1.58,1.45,0.84,1.18,1.17,1.08,0.85,0.83,1.05,1.26,0.99,1.03,0.98
b_1,1.09,1.0,1.06,0.94,1.62,1.45,1.14,1.08,1.15,1.21,1.03,1.18,1.34,0.86,1.03,1.09
a_1,1.26,1.08,1.15,1.17,0.89,1.78,1.39,1.25,1.33,1.36,1.27,1.23,1.51,1.14,1.08,1.31
h_1,1.57,1.29,1.34,1.18,1.11,0.92,1.87,1.6,1.35,1.37,1.47,1.39,1.37,1.11,1.24,1.69
g_1,1.22,1.1,1.78,1.25,1.26,1.0,1.43,1.96,1.31,1.47,1.36,1.76,1.53,1.29,1.45,1.4
d_0,1.36,1.19,1.09,1.9,1.35,1.07,1.56,1.41,1.75,1.09,1.3,1.45,1.59,1.16,1.32,1.37
c_0,1.45,1.45,1.33,1.28,0.97,0.96,1.65,1.48,1.68,1.86,2.34,1.47,1.87,1.71,1.34,1.75
b_0,1.38,1.43,1.36,1.48,1.05,0.95,1.61,1.48,1.71,1.39,1.89,1.38,1.73,2.12,1.27,1.58
f_0,1.24,1.09,1.49,1.49,1.31,1.28,1.61,1.53,1.45,1.39,1.63,1.93,1.86,1.52,2.33,1.56
h_0,1.7,1.41,1.42,1.27,1.21,1.04,1.51,1.73,1.45,1.5,1.55,1.44,1.61,1.31,1.3,1.82
a_0,1.53,1.37,1.34,1.41,1.39,1.11,1.8,1.62,1.79,1.42,1.45,1.48,1.8,1.95,1.34,1.66
e_0,1.68,1.26,1.36,1.39,1.46,1.22,1.64,1.54,1.55,1.51,1.74,1.43,1.98,1.49,1.98,1.6
g_0,1.43,1.42,1.77,1.46,1.25,1.11,1.55,1.53,1.56,1.53,1.78,2.11,1.7,1.4,1.61,1.56
