,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.82,1.08,1.02,1.16,1.04,1.04,1.67,1.03,1.01,1.06,1.1,0.92,1.05,0.9
f_1,1.3,1.0,0.91,1.0,1.03,0.89,0.83,0.93,1.04,0.9,1.11,0.94,0.82,0.97,0.74,1.35
d_1,1.21,1.1,1.0,0.83,0.86,0.88,1.05,0.73,0.96,1.41,1.04,0.98,1.18,0.92,1.06,0.85
c_1,0.92,1.0,1.21,1.0,1.22,0.83,1.06,0.91,0.64,0.73,0.96,1.09,0.92,1.04,1.12,0.92
b_1,0.98,0.97,1.17,0.82,1.0,1.47,1.01,1.25,0.9,1.01,0.75,0.94,0.93,0.88,1.05,0.94
a_1,0.86,1.12,1.13,1.2,0.68,1.0,1.03,1.04,0.93,1.23,0.97,1.17,1.29,0.8,0.81,1.17
h_1,0.9,1.23,0.94,0.97,0.97,0.92,1.0,1.11,0.8,0.86,0.93,1.05,0.93,1.05,0.95,1.16
g_1,0.91,1.08,1.36,1.07,0.82,0.94,0.92,1.0,0.8,0.81,0.8,1.04,0.8,0.9,1.09,0.77
d_0,0.6,0.99,1.09,1.61,1.12,1.06,1.26,1.22,1.0,0.86,1.05,0.95,0.97,1.41,0.96,0.95
c_0,0.98,1.19,0.72,1.35,0.99,0.89,1.16,1.14,1.16,1.0,1.43,1.03,1.14,1.12,1.19,1.07
b_0,1.0,0.98,0.99,1.08,1.27,0.96,1.06,1.27,0.98,0.68,1.0,0.83,1.03,1.66,0.92,1.04
f_0,0.92,1.13,1.07,0.88,1.14,0.81,0.97,0.95,1.01,0.97,1.19,1.0,1.19,0.98,1.49,0.86
h_0,0.88,1.19,0.86,1.1,1.08,0.78,1.05,1.27,0.99,0.83,0.89,0.81,1.0,0.88,0.82,1.25
a_0,1.01,1.02,0.99,1.04,1.14,,0.94,1.15,0.8,0.93,0.61,1.04,1.16,1.0,1.12,0.92
e_0,0.96,1.41,0.92,0.86,0.88,1.22,1.02,0.97,0.98,0.93,1.11,0.67,1.17,0.81,1.0,0.92
g_0,1.06,0.76,1.22,1.09,1.09,0.86,0.86,1.25,0.99,0.9,0.97,1.1,0.78,1.06,1.04,1.0
