,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.86,1.12,0.96,0.77,0.55,0.48,0.57,0.36,0.44,0.41,0.36,0.31,0.31,0.36
f_1,1.24,1.0,0.89,1.0,0.86,0.64,0.42,0.46,0.4,0.39,0.36,0.38,0.3,0.31,0.26,0.28
d_1,1.16,1.12,1.0,0.87,0.93,0.74,0.51,0.4,0.43,0.54,0.38,0.43,0.36,0.37,0.3,0.24
c_1,0.88,0.99,1.13,1.0,1.37,0.81,0.51,0.44,0.34,0.39,0.38,0.32,0.38,0.33,0.34,0.34
b_1,1.01,1.2,1.05,0.76,1.0,1.17,0.54,0.46,0.46,0.47,0.43,0.39,0.38,0.3,0.38,0.35
a_1,1.31,1.52,1.35,1.21,0.86,1.0,0.69,0.71,0.57,0.56,0.5,0.67,0.52,0.57,0.47,0.37
h_1,1.88,2.35,2.03,2.02,1.79,1.43,1.0,0.96,0.88,0.74,0.71,0.83,0.74,0.63,0.64,0.78
g_1,2.12,2.16,2.43,2.25,2.15,1.38,1.01,1.0,0.89,0.92,1.07,0.77,0.61,0.69,0.69,0.69
d_0,1.76,2.34,2.33,3.02,2.2,1.85,1.19,1.09,1.0,0.79,0.93,0.84,0.83,0.74,0.75,0.83
c_0,2.8,2.49,1.93,2.35,2.15,1.73,1.35,1.11,1.24,1.0,1.08,1.29,0.87,0.91,0.72,0.8
f_0,2.2,2.93,2.5,2.67,2.5,1.93,1.37,0.94,1.1,0.92,1.0,0.96,0.96,0.76,1.25,0.72
b_0,2.43,2.66,2.31,3.17,2.47,1.52,1.21,1.39,1.17,0.75,1.07,1.0,0.9,1.2,0.81,0.79
h_0,2.87,3.32,2.81,2.59,2.53,1.89,1.32,1.64,1.24,1.16,1.05,1.08,1.0,1.0,0.77,1.0
a_0,3.17,3.27,2.68,3.03,3.46,1.72,1.66,1.49,1.3,1.15,1.29,0.83,0.95,1.0,0.98,1.14
e_0,3.29,3.65,3.3,3.0,2.7,2.14,1.59,1.37,1.48,1.32,0.89,1.31,1.34,0.99,1.0,0.88
g_0,2.72,3.58,4.04,3.0,2.9,2.76,1.25,1.44,1.2,1.31,1.46,1.28,1.0,0.85,1.11,1.0
