,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.7,1.43,1.77,3.17,22.36,39.8,32.91,30.5,41.97,51.98,67.62,88.27,122.32,148.32
f_1,1.21,1.0,1.47,1.28,1.7,2.83,18.02,30.3,29.6,28.13,41.04,42.1,61.07,87.8,94.59,160.59
c_1,0.59,0.68,1.0,1.11,1.65,2.39,15.43,15.67,22.97,21.62,25.63,29.6,50.15,54.57,77.4,102.66
d_1,0.69,0.78,0.87,1.0,1.1,1.92,14.88,19.29,16.55,26.94,33.27,30.52,49.91,67.44,80.29,75.83
b_1,0.56,0.59,0.63,0.89,1.0,2.71,12.47,13.93,17.9,20.03,24.49,27.58,43.03,46.56,62.59,77.88
a_1,0.31,0.35,0.41,0.52,0.38,1.0,7.87,9.01,10.88,10.74,15.9,13.21,23.13,31.95,36.22,45.31
h_1,0.04,0.06,0.06,0.07,0.08,0.12,1.0,1.21,1.43,1.41,1.92,2.08,3.34,4.39,4.91,6.98
d_0,0.02,0.03,0.06,0.05,0.07,0.1,0.78,1.0,1.02,1.02,1.48,1.56,2.81,2.88,4.58,5.41
g_1,0.03,0.03,0.04,0.06,0.05,0.09,0.7,0.95,1.0,1.12,1.58,1.71,2.22,3.17,4.08,4.26
c_0,0.03,0.04,0.04,0.04,0.05,0.09,0.72,1.02,0.88,1.0,1.88,1.46,2.68,3.36,3.8,4.47
b_0,0.02,0.02,0.04,0.03,0.04,0.06,0.55,0.68,0.63,0.54,1.0,1.03,1.59,2.8,2.41,3.52
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.48,0.62,0.57,0.68,0.96,1.0,1.63,2.14,3.32,2.44
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.3,0.38,0.47,0.36,0.62,0.61,1.0,1.18,1.48,2.01
a_0,0.01,0.01,0.02,0.02,0.02,0.03,0.22,0.36,0.31,0.29,0.37,0.48,0.85,1.0,1.29,1.49
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.22,0.24,0.25,0.41,0.31,0.71,0.76,1.0,1.2
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.15,0.18,0.24,0.22,0.3,0.42,0.49,0.72,0.84,1.0
