,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,108.15,56.83,65.29,65.43,116.7,331.41,8492.51,14334.93,29371.72,15784.57,33043.84,48165.84,89597.37,152267.83,125999.55,128126.3
e_1,47.14,109.51,55.41,93.87,115.7,371.47,9915.66,17023.81,19890.54,31922.83,30576.78,49738.43,78502.01,148264.5,125236.06,107686.04
f_1,51.37,81.61,120.58,74.58,91.33,318.39,7974.65,13279.32,14297.93,17349.27,24605.25,31478.51,63752.02,117786.23,104368.91,113171.87
c_1,48.04,41.0,56.26,145.17,167.85,287.25,8085.24,14653.22,9873.68,14200.72,14258.93,32486.94,73476.21,136019.61,104444.23,143276.43
b_1,43.09,42.63,54.88,50.74,200.71,483.9,5724.61,11646.65,13125.19,14727.93,14785.6,35217.12,64478.59,116940.48,66268.07,104124.71
a_1,32.57,30.67,34.6,44.1,50.6,514.45,4630.18,8322.59,10641.1,10346.92,15938.53,28538.19,49131.35,67211.59,67150.29,74578.12
h_1,14.69,10.67,19.3,17.63,31.62,85.81,3451.12,5588.27,4938.59,4558.74,6204.81,11382.37,15870.65,45918.46,33550.25,39726.08
g_1,17.26,9.41,13.1,14.33,23.11,71.2,1458.97,5653.11,3323.38,2848.31,4993.87,11401.8,13757.23,23506.07,27603.93,31276.64
c_0,10.62,11.32,15.23,14.44,18.78,64.99,1819.15,3693.26,5253.75,4367.68,9364.94,9819.32,19005.01,30645.9,31960.02,29666.87
d_0,8.02,8.86,14.03,26.75,22.68,64.68,1925.08,3452.84,2839.12,5382.89,4716.49,9233.87,16515.46,31786.97,26574.49,30504.51
b_0,9.92,9.88,12.73,17.97,15.29,45.81,1682.83,2987.09,2829.77,4155.14,7054.06,7517.06,16250.71,26112.53,46663.44,25114.89
f_0,9.57,7.99,7.92,14.57,16.97,48.29,1393.84,2363.79,2891.05,3183.16,4396.23,10406.37,14451.17,19753.84,18816.1,36786.91
h_0,7.42,7.52,11.92,10.89,13.84,36.72,944.02,2750.73,2240.54,2569.92,3567.69,5087.04,8633.2,25905.87,14218.85,20423.66
g_0,7.63,5.86,7.11,8.16,11.15,42.55,826.56,1464.62,2133.84,2052.09,2718.16,7650.7,7692.52,13140.96,14082.92,16907.27
a_0,6.22,5.51,7.62,10.18,15.42,19.02,879.73,1868.62,1727.35,1948.6,2294.32,5213.95,11260.6,17052.41,23337.82,16049.08
e_0,6.9,3.94,7.97,7.67,12.46,36.19,958.57,1657.16,1932.84,1967.14,3051.29,4214.51,9441.49,14963.95,13918.14,25469.46
