,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.91,0.34,0.3,0.34,0.23,0.19,0.27,0.49,0.19,0.25,0.26,0.25,0.3,0.14,0.25,0.11
f_1,0.56,0.91,0.3,0.3,0.22,0.14,0.25,0.29,0.2,0.26,0.27,0.14,0.29,0.16,0.2,0.12
d_1,0.33,0.36,0.92,0.22,0.22,0.16,0.28,0.16,0.27,0.52,0.29,0.25,0.29,0.21,0.25,0.17
c_1,0.28,0.32,0.26,0.9,0.49,0.2,0.26,0.3,0.21,0.15,0.19,0.24,0.26,0.17,0.22,0.17
b_1,0.31,0.3,0.3,0.3,0.9,0.37,0.27,0.27,0.19,0.25,0.16,0.26,0.24,0.12,0.2,0.2
a_1,0.36,0.37,0.29,0.31,0.26,0.89,0.26,0.3,0.21,0.22,0.22,0.24,0.31,0.1,0.24,0.16
h_1,0.36,0.46,0.4,0.27,0.24,0.21,0.61,0.31,0.29,0.28,0.29,0.28,0.22,0.18,0.37,0.18
d_0,0.33,0.38,0.21,0.62,0.34,0.16,0.28,0.5,0.21,0.17,0.27,0.25,0.32,0.2,0.26,0.19
g_1,0.31,0.34,0.55,0.32,0.25,0.17,0.27,0.27,0.62,0.33,0.3,0.41,0.31,0.21,0.18,0.22
c_0,0.36,0.42,0.39,0.25,0.19,0.22,0.37,0.28,0.27,0.53,0.53,0.31,0.36,0.25,0.31,0.22
b_0,0.36,0.4,0.39,0.33,0.16,0.18,0.32,0.34,0.26,0.3,0.52,0.31,0.37,0.41,0.3,0.21
f_0,0.29,0.31,0.37,0.35,0.31,0.21,0.33,0.34,0.27,0.27,0.33,0.53,0.33,0.21,0.32,0.38
h_0,0.37,0.49,0.36,0.33,0.25,0.17,0.21,0.3,0.31,0.26,0.29,0.29,0.23,0.19,0.31,0.19
a_0,0.39,0.45,0.37,0.36,0.25,0.1,0.33,0.3,0.25,0.3,0.32,0.32,0.43,0.42,0.27,0.18
g_0,0.32,0.3,0.53,0.34,0.29,0.2,0.27,0.29,0.19,0.25,0.27,0.42,0.3,0.19,0.26,0.26
e_0,0.23,0.4,0.35,0.42,0.3,0.25,0.29,0.29,0.26,0.26,0.28,0.28,0.34,0.21,0.24,0.44
