,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.34,48.94,57.96,104.35,123.04,317.78,8387.59,24374.07,13453.85,18600.08,35527.41,41076.12,105521.31,116574.09,125930.89,162566.47
d_1,50.31,117.94,67.45,66.33,112.77,323.4,7070.98,11146.22,12324.25,27089.59,34827.73,39755.75,95346.92,90510.7,125154.01,165188.92
f_1,70.68,54.0,123.6,72.18,112.21,307.9,5745.18,13752.33,12727.33,15271.84,32184.88,21513.66,99274.45,103101.83,91525.27,132123.82
c_1,38.2,53.78,59.81,146.61,179.39,293.85,6621.24,11933.64,11301.62,8572.51,21573.39,29120.52,73979.62,83156.9,107192.68,147128.28
b_1,37.36,49.16,52.83,46.48,207.43,539.47,5562.05,10715.59,11628.72,14544.17,14985.23,26933.03,82135.89,55893.84,95463.76,110002.53
a_1,30.8,34.31,37.99,45.81,46.6,521.31,3958.91,6834.12,7720.84,10529.83,17301.25,18067.62,53290.52,39721.37,63900.07,84603.04
h_1,11.95,18.06,23.38,20.84,31.49,89.09,3036.25,3609.49,4232.58,4446.53,9206.01,7852.11,19983.74,27414.05,30515.96,46955.12
d_0,9.69,9.12,14.16,29.35,25.95,85.55,1792.99,4458.58,3050.63,2828.7,7875.56,6678.32,22773.19,23932.62,24589.4,34905.42
g_1,10.43,18.16,11.68,17.97,22.64,69.76,1524.85,2915.65,5109.79,3794.69,6737.49,12225.59,16708.96,19488.58,28167.74,30624.74
c_0,10.22,12.38,15.11,13.06,19.79,72.24,1610.12,3833.54,2952.7,5366.69,11546.79,7858.19,25542.73,22296.77,28250.41,33026.91
b_0,9.34,10.52,11.86,16.17,16.06,47.49,1312.17,2635.55,2419.93,2624.53,8039.12,6247.95,20456.93,31008.93,21457.78,26788.69
f_0,8.01,11.01,8.75,13.46,19.44,58.79,1371.44,2629.76,2262.86,3282.62,5657.89,9001.31,15553.07,19320.03,39083.38,25240.54
h_0,6.06,8.59,9.47,11.59,12.51,43.14,749.34,1808.45,2206.65,2109.35,3452.51,4242.59,10186.46,12542.38,14070.93,25916.04
a_0,5.93,8.11,7.36,10.33,17.63,23.19,896.48,1761.23,2018.41,2007.58,2998.72,4377.83,13961.75,18829.12,15133.72,15966.32
e_0,3.91,7.33,8.38,9.11,12.88,31.87,942.93,1956.98,1566.91,2134.48,3965.1,3216.17,13965.86,12986.0,23738.11,21737.89
g_0,4.49,9.11,6.91,7.79,11.7,35.19,755.85,1560.38,1202.25,2282.22,3753.75,4883.71,9891.03,11829.08,14020.24,13847.9
