,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.56,1.06,0.91,1.05,0.94,0.48,0.48,0.4,0.54,0.39,0.44,0.42,0.36,0.56,0.38
f_1,0.99,0.41,0.86,0.82,0.77,0.74,0.38,0.42,0.38,0.53,0.39,0.65,0.26,0.42,0.39,0.37
c_1,0.69,0.94,0.4,1.12,1.05,0.73,0.5,0.23,0.45,0.49,0.35,0.34,0.34,0.4,0.41,0.35
d_1,1.07,0.89,0.81,0.39,0.93,0.77,0.47,0.69,0.39,0.35,0.41,0.45,0.31,0.41,0.37,0.22
b_1,0.83,1.11,0.54,0.89,0.36,1.23,0.51,0.43,0.53,0.5,0.57,0.34,0.32,0.43,0.39,0.36
a_1,0.92,0.98,1.04,1.02,0.46,0.31,0.48,0.46,0.4,0.54,0.52,0.38,0.44,0.53,0.36,0.41
h_1,0.79,0.86,0.77,0.75,0.79,0.72,0.24,0.35,0.37,0.42,0.33,0.32,0.37,0.3,0.33,0.31
d_0,0.5,0.82,1.01,1.0,0.86,0.8,0.46,0.27,0.3,0.42,0.35,0.36,0.29,0.34,0.34,0.36
c_0,0.8,0.88,1.23,0.52,0.77,0.73,0.42,0.44,0.25,0.45,0.45,0.33,0.29,0.33,0.35,0.31
g_1,0.76,0.86,0.79,0.76,0.83,0.76,0.33,0.38,0.34,0.22,0.38,0.39,0.24,0.33,0.34,0.41
b_0,0.73,0.85,1.03,0.62,1.58,0.69,0.46,0.34,0.21,0.44,0.24,0.35,0.29,0.36,0.32,0.33
f_0,0.67,1.3,0.9,0.68,0.87,0.81,0.41,0.32,0.35,0.27,0.36,0.22,0.32,0.29,0.35,0.22
h_0,0.67,0.93,0.7,0.73,0.76,0.68,0.59,0.34,0.36,0.49,0.32,0.36,0.37,0.32,0.34,0.3
a_0,0.83,0.8,0.75,0.68,0.93,1.45,0.44,0.37,0.37,0.36,0.23,0.37,0.31,0.21,0.28,0.32
e_0,0.95,0.89,0.77,0.79,0.74,0.81,0.4,0.35,0.36,0.38,0.39,0.22,0.3,0.42,0.2,0.24
g_0,0.78,0.88,0.77,0.79,0.75,0.73,0.33,0.34,0.34,0.5,0.3,0.35,0.24,0.34,0.37,0.34
