,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,30.9,33.29,32.23,24.01,26.39,6.96,10.53,5.89,6.63,6.9,,4.16,9.02,,3.75
e_1,21.65,0.45,44.53,29.14,33.28,31.95,8.31,12.38,5.28,7.21,7.09,10.16,4.03,6.93,,3.73
d_1,39.03,40.94,0.43,45.38,37.49,33.45,9.07,5.54,,5.38,7.53,5.43,4.65,7.29,7.29,2.8
c_1,30.24,28.64,47.3,0.43,41.84,38.88,10.55,9.26,4.01,,7.51,7.07,3.58,,7.27,5.58
b_1,50.39,38.94,40.65,17.39,0.4,40.49,13.95,10.0,8.48,8.84,,6.54,5.61,5.38,5.26,6.77
a_1,54.23,48.54,34.49,33.01,26.4,0.32,18.43,10.91,10.22,11.88,13.95,,7.01,,8.25,7.39
h_1,13.59,23.63,15.27,14.8,20.48,16.2,0.38,6.0,3.11,3.61,3.03,3.9,,3.36,3.03,3.14
g_1,25.09,22.16,20.24,26.8,16.07,17.92,3.39,0.34,4.38,4.05,3.89,4.24,2.13,4.78,4.64,
d_0,11.99,8.94,,13.01,21.79,13.95,4.03,5.4,0.5,4.2,3.57,2.81,1.68,3.17,2.31,2.68
c_0,14.08,17.31,6.96,,16.43,22.84,7.07,4.08,3.3,0.46,3.18,3.12,2.78,3.85,,2.61
b_0,15.4,15.24,21.79,29.26,,21.94,4.03,5.56,3.26,1.52,0.46,3.57,2.38,5.38,3.33,1.99
f_0,,14.92,16.45,18.22,18.45,,4.72,3.59,3.11,3.87,3.15,0.43,2.44,2.97,3.9,2.27
h_0,13.58,11.79,12.62,11.85,11.38,11.97,,2.66,3.84,2.32,2.35,2.06,,2.27,2.47,1.75
a_0,22.35,21.1,24.95,,21.22,,4.96,6.88,5.2,6.32,2.18,3.34,3.02,0.38,2.51,1.76
e_0,,,16.77,23.51,18.02,20.83,4.32,4.47,5.59,,4.15,1.94,3.44,3.96,0.38,
g_0,12.77,32.07,18.14,15.75,16.2,15.48,2.58,,2.94,4.0,2.51,3.79,1.32,2.65,,
