,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.21,1.05,0.75,0.81,0.71,0.41,0.45,0.48,0.44,0.35,,0.3,0.25,0.31,0.36
e_1,0.83,1.0,0.88,0.78,0.9,0.66,0.54,0.39,0.51,0.42,0.38,0.53,0.33,0.33,,0.3
d_1,0.95,1.14,1.0,1.03,1.03,0.6,0.51,0.36,,0.57,0.43,0.32,0.43,0.4,0.38,0.29
c_1,1.34,1.29,0.98,1.0,1.11,0.64,0.61,0.48,0.31,,0.44,0.41,0.42,0.35,0.35,0.34
b_1,1.23,1.11,0.97,0.9,1.0,1.25,0.55,0.7,0.44,0.48,,0.44,0.44,0.31,0.38,0.31
a_1,1.42,1.51,1.65,1.56,0.8,1.0,0.74,,0.61,0.68,0.47,,0.48,,,0.48
h_1,2.44,1.85,1.97,1.64,1.83,1.36,1.0,1.02,0.71,0.78,0.75,0.63,,0.77,0.51,0.88
g_1,2.21,2.55,2.76,2.08,1.43,,0.98,1.0,0.88,0.96,0.85,1.05,0.72,0.58,0.74,
d_0,2.1,1.96,,3.21,2.26,1.63,1.41,1.14,1.0,0.8,0.94,0.88,0.76,0.84,0.7,0.74
c_0,2.29,2.39,1.75,,2.08,1.46,1.28,1.05,1.26,1.0,1.23,0.98,0.98,0.73,0.65,0.71
b_0,2.88,2.62,2.32,2.29,,2.14,1.33,1.18,1.07,0.81,1.0,0.93,0.83,1.14,0.79,0.77
f_0,,1.88,3.09,2.46,2.27,,1.58,0.95,1.14,1.02,1.07,1.0,1.05,1.0,1.13,0.48
h_0,3.28,3.04,2.34,2.39,2.27,2.08,,1.38,1.31,1.02,1.21,0.96,,0.92,1.01,0.89
a_0,3.93,3.0,2.51,2.86,3.25,,1.3,1.74,1.19,1.36,0.88,1.0,1.09,1.0,,
e_0,3.22,,2.66,2.86,2.65,,1.96,1.35,1.44,1.54,1.27,0.89,0.99,,1.0,1.15
g_0,2.75,3.34,3.48,2.97,3.25,2.07,1.14,,1.35,1.41,1.3,2.1,1.12,,0.87,
