,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,95.95,19.66,13.23,16.11,31.59,127.64,1697.95,4434.3,3086.94,4794.7,8052.42,,24105.02,26383.59,36037.6,31320.41
e_1,8.87,111.53,10.02,16.78,26.0,71.74,1559.25,4111.38,3347.96,8301.66,7434.73,9944.36,24560.99,21596.68,34380.86,
d_1,11.11,13.51,117.26,14.69,32.76,80.21,1794.23,5589.47,3811.63,,8694.21,6869.55,17253.34,18471.89,31003.65,39423.95
c_1,10.59,10.04,15.57,132.57,36.85,86.07,1834.06,,3178.75,4334.32,6675.27,6650.13,19902.37,14382.39,36579.83,36750.11
b_1,7.77,9.9,11.88,11.6,217.55,118.46,1441.64,3388.38,2458.95,3754.24,,5442.27,17642.9,18699.0,20117.82,21072.11
a_1,4.44,7.04,7.74,8.63,11.46,594.3,837.57,2368.94,,3447.28,3241.02,4187.63,11010.19,,12587.76,
h_1,5.51,6.5,6.64,6.55,12.54,54.47,2778.13,1956.64,2487.84,2356.53,4050.57,3656.4,,7929.02,20460.72,13833.57
c_0,3.7,5.52,5.15,,9.81,36.88,792.18,4410.58,1829.76,2175.94,5654.25,3609.21,10370.63,8849.61,11782.77,13957.59
g_1,5.0,5.3,5.54,6.51,12.48,,575.54,1427.46,5857.73,1108.5,2845.3,3674.56,5282.44,6536.71,,
d_0,4.61,3.89,,9.03,11.83,27.21,674.02,1537.12,1719.46,4978.41,3425.16,3623.43,8664.07,10920.34,14615.67,14813.53
b_0,4.22,5.03,2.67,4.78,,29.15,384.91,1183.95,1593.67,1804.09,7334.6,4598.81,7190.2,,9614.15,11783.34
f_0,,2.88,5.01,6.09,10.13,34.48,567.29,1561.46,1381.75,1614.65,2355.97,7836.18,8122.49,9004.76,8366.48,18768.6
h_0,4.54,4.25,4.94,5.55,7.05,25.68,,1359.57,1806.83,1515.55,2561.35,2035.57,,5350.02,12365.49,9316.17
a_0,2.54,2.94,4.44,4.38,7.02,,371.73,967.63,1026.74,1164.41,,1993.06,7075.65,17212.75,7084.08,
g_0,2.96,3.21,4.85,3.66,8.66,29.49,448.96,1042.6,,1137.41,2174.88,3895.53,5584.93,5875.29,,8330.48
e_0,2.1,,3.02,3.19,6.28,,394.49,1156.81,,1194.57,1431.3,1850.04,4941.47,,7901.84,24436.93
