,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.41,1.88,1.1,1.13,1.11,1.04,2.24,2.37,2.14,2.19,2.61,1.88,3.1,2.52,2.06,3.15
e_1,1.15,2.44,1.59,1.04,1.28,1.16,2.36,4.12,2.49,2.75,2.68,2.88,3.18,2.63,2.21,3.75
c_1,1.19,1.02,2.54,1.16,2.02,1.31,2.35,2.17,2.18,1.24,1.98,2.53,3.32,2.82,2.88,3.2
d_1,1.42,1.14,1.09,2.6,1.17,1.06,2.36,2.12,2.21,4.38,3.31,2.51,3.46,2.93,2.95,3.16
b_1,1.28,1.13,1.09,1.12,2.72,2.22,2.69,2.61,2.26,2.52,1.74,3.14,3.2,2.53,2.81,3.0
a_1,1.31,1.31,1.28,1.47,0.93,3.34,2.49,2.77,3.09,2.54,2.61,2.94,3.69,2.12,2.68,2.8
h_1,1.72,1.37,1.33,1.51,1.06,1.09,4.15,2.43,3.28,2.79,2.76,2.62,2.8,2.88,3.01,4.73
d_0,1.46,1.14,2.16,1.01,1.35,1.35,2.79,3.88,2.63,2.31,3.12,2.47,3.38,2.94,2.91,3.93
g_1,1.25,1.1,1.38,2.09,1.27,1.1,2.17,2.71,4.56,2.98,2.98,4.33,3.0,2.78,3.58,2.97
c_0,1.52,1.29,1.41,1.32,1.13,1.3,2.67,3.54,2.91,4.24,4.9,2.95,4.53,3.49,3.06,4.01
b_0,1.43,1.43,1.6,1.34,0.93,0.98,2.77,3.13,3.06,2.9,4.57,3.37,4.29,5.46,2.68,4.24
f_0,1.06,1.24,1.52,1.67,1.24,1.31,2.66,2.99,2.39,2.88,2.81,4.56,4.13,3.06,5.45,3.63
h_0,1.74,1.41,1.26,1.51,1.3,1.16,2.09,2.55,3.36,2.68,2.65,2.75,2.92,2.88,3.09,4.45
a_0,1.44,1.41,1.49,1.42,1.33,0.91,2.88,2.53,2.85,2.83,2.62,3.18,3.74,4.88,3.8,3.61
e_0,1.54,0.84,1.44,1.69,1.48,1.29,2.75,3.0,2.49,2.72,3.35,2.43,3.84,3.25,5.07,4.01
g_0,1.41,1.09,1.43,1.88,1.33,1.61,2.13,2.29,2.1,2.71,2.7,3.82,3.62,3.23,3.18,2.99
