,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.43,2.28,2.09,1.86,1.77,0.95,1.0,0.91,0.75,0.68,0.92,0.65,0.95,1.19,0.7
f_1,2.21,0.67,1.95,2.01,2.0,1.81,0.71,1.05,0.78,0.66,0.72,1.11,0.52,0.65,0.69,0.72
d_1,2.22,2.05,0.65,2.24,1.88,1.94,0.88,0.71,1.73,1.04,0.77,0.71,0.59,0.72,0.71,0.39
c_1,2.1,2.2,2.33,0.64,2.38,2.41,1.02,1.02,0.49,1.54,0.72,0.72,0.64,0.67,0.7,0.57
b_1,2.53,2.41,2.43,1.39,0.63,2.85,0.95,0.98,0.84,1.12,1.95,0.81,0.67,0.7,0.69,0.7
a_1,3.18,2.76,2.56,2.81,1.6,0.56,1.59,1.25,1.31,1.11,1.0,1.21,0.78,1.86,1.1,0.7
h_1,2.8,3.16,3.08,2.98,2.9,1.99,0.58,1.38,0.83,0.86,1.02,1.07,1.32,0.69,0.91,0.83
g_1,3.07,2.51,2.64,2.76,2.85,2.57,1.04,0.58,1.16,0.95,1.2,1.23,0.88,1.04,1.08,1.45
d_0,1.68,3.38,4.56,3.58,2.96,2.72,1.46,1.33,0.67,0.88,1.09,1.05,0.93,1.08,0.85,0.94
c_0,2.74,3.6,1.66,5.29,2.8,2.3,1.33,1.27,1.51,0.66,1.29,1.08,0.94,1.27,0.96,0.98
b_0,3.04,3.05,2.64,4.15,4.38,2.77,1.25,1.06,1.25,0.62,0.64,0.96,0.99,1.14,1.03,1.01
f_0,3.3,7.38,3.11,3.16,2.73,1.96,1.3,1.02,1.13,1.13,1.16,0.62,0.85,1.11,1.05,0.55
h_0,2.94,3.74,3.24,3.59,3.23,2.73,2.86,1.42,1.25,1.15,1.08,0.99,1.71,1.24,1.11,1.15
a_0,2.53,4.07,3.61,3.46,5.11,,2.31,1.54,1.09,1.03,0.77,1.09,0.91,0.6,1.66,0.96
e_0,5.8,5.24,2.91,3.15,4.47,2.7,1.71,1.55,1.34,1.22,1.15,0.63,1.06,1.11,0.58,1.13
g_0,3.52,3.7,4.29,4.11,3.81,3.47,1.31,1.66,1.29,1.23,1.18,1.47,0.75,1.49,1.03,1.51
