,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.04,1.53,2.86,1.55,1.38,1.17,4.94,4.6,6.06,6.84,6.88,3.01,9.93,6.28,4.45,10.2
d_1,1.73,6.1,1.37,1.19,1.42,1.55,6.31,6.1,13.4,3.9,9.48,8.43,10.28,8.42,8.44,9.5
e_1,1.76,1.28,6.39,1.86,1.44,1.33,5.75,5.7,6.68,13.28,6.63,8.28,12.09,7.38,5.17,10.82
c_1,1.53,1.39,1.45,6.7,2.88,1.19,5.79,4.81,2.83,6.42,5.38,7.2,9.77,6.66,6.44,10.53
b_1,1.41,1.54,1.38,1.46,7.4,3.28,4.52,4.82,5.2,6.24,2.74,6.66,10.58,5.83,8.16,12.91
a_1,1.63,1.59,1.14,1.61,1.66,10.83,6.9,5.84,7.64,5.73,7.66,8.42,13.57,3.45,8.56,11.37
h_1,2.43,1.84,1.79,2.16,1.2,1.82,18.75,8.87,8.43,7.67,10.84,8.16,8.35,8.85,8.89,18.92
g_1,1.55,3.09,1.42,1.75,1.85,1.71,5.72,19.95,8.11,7.43,9.04,14.11,11.51,8.79,9.98,9.23
c_0,2.26,2.35,1.87,1.35,1.16,1.55,6.6,7.32,16.77,9.16,17.83,11.03,15.82,10.19,9.63,14.89
d_0,1.95,0.97,1.8,3.58,1.74,1.67,7.09,6.74,5.94,16.48,10.41,9.56,12.4,9.26,8.9,12.17
b_0,2.06,2.37,1.9,2.17,0.85,1.38,6.57,7.42,9.84,7.81,19.15,9.77,14.55,18.17,9.24,13.38
f_0,1.27,2.11,1.4,2.39,1.63,1.82,6.97,6.74,8.53,10.85,9.62,18.77,14.78,9.62,21.67,14.19
h_0,2.7,2.3,1.85,1.6,1.58,1.59,3.27,9.84,10.11,8.54,8.34,8.5,9.95,8.24,8.78,18.2
a_0,1.99,2.04,1.86,2.52,1.59,1.1,5.75,6.94,9.03,9.85,8.47,9.33,14.23,22.83,10.82,13.24
e_0,2.16,2.08,1.35,1.93,1.65,2.02,7.47,8.34,10.33,8.63,12.25,8.37,14.37,12.04,23.79,13.09
g_0,1.76,3.1,1.53,1.69,1.59,1.78,6.21,5.17,8.85,6.72,10.06,14.81,13.34,7.49,10.2,9.02
