,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.42,2.13,1.31,1.53,1.33,1.37,2.64,2.86,3.26,2.79,2.92,2.23,3.72,3.4,2.7,3.93
e_1,1.39,2.48,1.4,1.87,1.36,1.36,3.07,3.0,4.89,3.2,3.53,3.66,3.97,3.41,3.22,3.89
d_1,1.57,1.48,2.52,1.27,1.44,1.44,3.07,2.55,2.43,4.96,3.57,3.5,4.2,3.41,3.71,3.88
c_1,1.38,1.26,1.57,2.68,2.47,1.56,2.49,2.66,2.54,2.44,2.61,3.22,3.77,2.97,3.1,3.74
b_1,1.52,1.36,1.44,1.33,2.82,2.54,2.82,2.59,3.13,3.55,2.63,3.29,4.01,2.6,3.48,3.9
a_1,1.65,1.57,1.68,1.45,1.22,3.24,3.29,3.51,3.21,3.25,3.44,3.12,4.25,3.41,3.24,4.3
h_1,2.01,1.44,1.54,1.62,1.45,1.28,4.12,3.51,3.29,3.07,3.63,3.5,3.67,3.36,3.98,5.42
g_1,1.26,1.48,2.1,1.57,1.58,1.32,2.81,4.61,3.16,3.31,3.53,4.74,3.23,3.57,3.73,4.38
d_0,1.5,1.31,1.3,2.66,1.71,1.51,2.8,3.03,4.26,2.34,2.98,3.34,4.33,3.24,3.79,4.1
c_0,1.67,1.61,1.46,1.53,1.27,1.37,3.33,3.31,3.82,4.16,5.48,3.46,4.74,4.14,4.05,4.75
b_0,1.72,1.47,1.62,1.73,1.47,1.36,3.21,3.24,3.61,3.04,4.55,3.67,4.3,6.0,3.86,4.49
f_0,1.5,1.27,1.65,1.67,1.53,1.75,2.95,2.65,3.41,3.87,3.34,4.69,4.65,3.46,6.27,4.32
h_0,1.86,1.45,1.69,1.61,1.44,1.51,2.71,3.67,2.96,3.39,3.29,3.16,3.68,3.74,3.11,5.42
a_0,1.48,1.44,1.68,1.77,1.96,1.07,3.39,3.43,3.48,3.48,3.04,4.07,4.3,5.26,4.13,4.14
e_0,1.58,1.21,1.63,1.83,1.67,1.57,3.02,3.18,3.11,3.48,3.76,3.03,5.32,3.49,5.15,4.54
g_0,1.46,1.42,2.13,1.62,1.55,1.46,2.75,2.34,2.88,3.48,3.28,4.2,4.06,3.9,3.81,3.49
