,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.78,1.39,1.13,1.53,1.24,1.42,5.04,4.42,10.73,4.5,6.81,5.83,8.38,7.59,3.93,9.25
f_1,2.23,5.85,1.08,1.34,0.98,1.17,4.41,3.91,6.1,5.85,2.24,6.47,9.01,5.21,4.8,9.0
d_1,1.14,1.42,6.28,1.05,1.12,1.12,5.22,5.32,2.2,12.74,5.69,9.22,10.28,7.92,6.49,10.71
c_1,1.2,1.28,1.08,6.63,2.66,1.0,4.48,4.71,5.52,2.13,6.16,4.02,8.66,6.72,6.87,7.79
b_1,1.15,1.26,1.23,1.16,7.77,2.82,4.12,5.22,6.35,4.99,6.75,2.0,9.59,5.42,5.94,8.05
a_1,1.23,1.12,1.48,1.73,1.28,10.89,4.69,4.08,6.93,6.55,6.68,5.63,9.42,2.4,6.03,10.4
h_1,1.35,2.11,1.68,1.54,1.48,1.16,16.92,8.73,6.88,6.47,7.0,7.2,6.65,8.85,7.8,14.08
g_1,1.52,1.22,2.65,1.4,1.39,1.34,5.84,18.73,6.55,7.42,10.86,5.82,9.52,8.18,9.83,7.81
d_0,1.58,1.71,0.73,3.16,1.77,1.41,5.57,3.79,14.64,5.01,6.92,6.72,11.91,7.63,8.21,10.81
c_0,1.75,1.73,2.15,0.84,0.81,1.83,5.94,5.25,8.46,16.8,8.97,16.05,12.05,7.87,7.85,13.05
f_0,1.25,0.96,2.09,1.64,1.66,1.64,5.86,6.57,8.02,6.35,19.39,8.86,11.42,6.72,18.85,11.52
b_0,1.73,2.0,1.63,1.63,0.68,1.35,5.76,6.2,8.39,7.6,7.66,18.8,13.62,17.14,6.57,12.42
h_0,1.56,2.34,2.13,1.55,1.58,1.29,2.69,7.76,5.27,8.0,6.32,6.45,6.78,6.79,6.87,15.01
a_0,1.5,1.53,1.93,1.78,1.65,0.83,6.59,4.82,7.44,8.17,8.22,7.92,13.29,22.99,7.28,8.92
e_0,0.76,1.87,1.99,1.72,1.67,1.15,7.56,6.34,8.3,9.61,8.08,9.2,12.82,6.94,25.24,11.56
g_0,1.4,1.25,3.0,1.52,1.28,1.43,6.27,3.39,6.22,6.93,12.83,8.28,12.45,8.92,9.6,6.57
