,c_1,f_1,d_1,e_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
c_1,117.96,58.64,58.94,64.81,148.62,255.92,7857.7,12357.34,14831.34,11684.36,37126.22,28760.55,117052.62,100236.64,96914.09,148418.11
f_1,60.11,119.16,68.26,103.2,75.27,250.02,6980.57,12534.29,16751.53,21908.29,20793.23,37240.48,93982.36,58608.15,111704.41,139743.38
d_1,49.41,61.11,127.7,61.35,84.02,307.38,8112.09,11136.9,13026.88,36746.82,35625.01,46263.19,106978.35,108770.31,109587.22,143692.94
e_1,63.9,50.13,55.14,135.2,87.87,317.37,6688.49,12198.21,28152.73,21169.45,35909.31,36220.32,113207.72,77812.22,107877.21,172739.67
b_1,41.8,55.4,53.94,58.85,166.75,536.07,7514.98,9768.49,15676.76,19482.99,30033.79,20630.43,96456.21,81441.72,87891.01,126601.63
a_1,42.02,39.06,33.72,34.23,38.39,497.28,4096.92,8329.86,10676.02,13578.91,20336.15,22020.49,63616.09,73441.29,47780.18,100290.05
h_1,15.74,20.22,17.71,17.57,20.36,95.65,3172.55,4202.97,4596.93,6425.86,8342.73,10246.71,23384.64,23578.94,29556.86,51546.9
g_1,12.49,12.4,21.02,14.02,19.76,60.79,1660.02,4815.36,3861.9,5154.31,11823.78,8410.32,21774.71,26553.62,24159.15,31521.19
d_0,20.81,12.35,10.07,12.37,18.85,64.46,1476.72,2526.5,5192.6,3507.43,8434.33,7360.15,22084.56,22468.57,24196.54,34077.19
c_0,11.62,12.18,11.86,12.87,13.23,61.35,1600.15,2630.11,3827.0,6432.14,7392.83,13583.9,24012.08,23669.18,24093.09,34984.45
f_0,10.89,8.11,12.72,9.96,15.68,59.9,1375.42,1783.49,2752.33,4077.75,8758.25,7562.62,19089.6,31346.21,22146.85,25829.15
b_0,10.69,12.12,10.84,11.22,11.5,43.28,1313.63,2158.77,3245.2,3342.06,4957.51,9157.06,21488.61,18443.93,34471.92,29428.55
h_0,6.87,9.44,8.38,8.39,9.96,37.19,822.58,2104.88,2354.93,2798.92,4463.25,4306.32,10986.29,12705.24,14726.9,25019.94
e_0,7.29,10.01,8.52,5.21,11.35,34.68,1085.56,1564.29,1820.44,2187.92,3349.54,4531.83,15103.27,20536.21,13292.76,19373.87
a_0,7.41,7.28,8.74,7.34,9.89,32.55,943.48,1585.71,1965.04,2438.99,3419.12,3338.16,13156.34,11930.15,21261.51,20028.92
g_0,7.24,5.85,9.52,6.42,9.85,30.78,697.78,1098.72,1824.75,2703.6,5141.36,4229.48,11674.84,11144.25,12718.37,14949.88
