,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.99,1.61,2.03,1.95,1.56,0.53,0.64,0.39,0.36,0.33,0.39,0.25,0.34,0.76,0.27
f_1,1.68,0.43,1.69,1.77,1.48,1.6,0.34,0.57,0.37,0.31,0.35,0.64,0.17,0.3,0.34,0.27
d_1,2.13,1.69,0.41,1.95,1.83,1.73,0.44,0.29,0.86,0.34,0.36,0.31,0.25,0.31,0.31,0.17
c_1,1.33,1.96,2.37,0.4,1.69,1.86,0.6,0.57,0.21,0.67,0.39,0.38,0.29,0.45,0.43,0.27
b_1,1.78,2.17,1.91,0.99,0.39,2.33,0.55,0.55,0.41,0.62,0.89,0.4,0.3,0.44,0.41,0.28
a_1,2.4,2.65,2.31,2.34,1.25,0.33,0.75,0.81,0.46,0.53,0.58,0.44,0.41,1.11,0.44,0.42
h_1,3.0,2.9,2.99,2.68,2.54,2.45,0.32,0.92,0.72,0.62,0.58,0.53,0.63,0.59,0.5,0.42
g_1,3.11,3.48,3.13,3.5,2.95,2.57,0.63,0.3,0.74,0.61,0.63,0.59,0.34,0.6,0.5,0.6
d_0,1.79,3.04,5.95,3.03,3.46,2.5,1.0,0.95,0.38,0.71,0.61,0.61,0.49,0.95,0.66,0.53
c_0,3.16,3.64,1.7,6.37,3.63,2.84,1.05,0.9,1.03,0.36,0.63,0.72,0.42,0.65,0.57,0.42
b_0,3.3,3.33,2.51,4.34,7.06,2.99,1.13,1.1,0.72,0.36,0.34,0.7,0.57,0.53,0.53,0.48
f_0,3.28,6.14,3.6,3.32,3.41,2.9,1.01,0.62,0.7,0.73,0.63,0.35,0.52,0.68,0.55,0.3
h_0,3.55,3.97,3.92,4.33,4.45,3.86,1.89,1.24,0.86,0.77,0.79,0.79,0.77,0.85,0.74,0.54
a_0,4.05,4.05,3.6,4.13,6.3,4.87,1.4,1.34,0.88,0.66,0.42,0.82,0.62,0.31,0.71,0.62
e_0,6.8,5.83,3.86,3.69,3.25,4.18,1.18,1.05,0.97,0.9,0.94,0.35,0.76,0.81,0.31,0.41
g_0,4.6,5.27,5.28,4.33,4.97,3.5,0.87,1.96,1.26,0.92,0.92,0.88,0.47,0.91,0.74,1.03
