,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,101.38,91.82,62.25,106.64,155.25,412.23,9360.97,14933.56,22701.76,26421.22,29362.16,44155.04,119484.84,119688.17,98356.4,324217.79
e_1,56.1,105.04,60.49,126.21,180.25,470.26,10318.21,15669.48,35160.49,27559.81,43761.27,47396.7,135217.49,125041.16,109584.1,358891.14
d_1,64.2,63.25,112.43,88.28,147.4,401.61,9891.64,13832.12,20025.76,43611.82,39576.76,48741.96,136160.11,124638.93,129261.69,305513.6
c_1,50.5,49.0,60.63,158.31,225.33,390.06,8640.91,12655.48,14648.72,14510.04,31977.86,26433.01,95614.19,93011.78,109351.68,246887.83
b_1,48.12,43.51,51.12,63.81,227.36,647.61,8493.07,11527.23,16178.31,19146.31,24995.96,23833.81,99362.93,67064.36,90569.18,230948.36
a_1,35.36,33.34,40.19,51.22,66.41,563.06,6117.12,8868.4,9414.71,15741.11,21399.37,27419.53,75612.49,39381.39,59666.97,176452.91
h_1,18.47,14.48,17.15,25.9,35.7,116.05,3532.98,4235.26,5313.0,5301.15,8337.59,8996.07,24485.58,23815.2,26093.42,100162.65
g_1,12.71,12.35,19.01,23.98,30.68,90.69,2056.54,4711.76,4067.33,5986.93,10100.52,8148.42,22977.94,26718.1,26334.82,57019.46
d_0,11.27,10.33,9.26,34.37,34.95,112.15,1947.54,3124.5,5540.25,3901.58,7628.94,7032.08,23142.68,22993.04,20906.04,62155.22
c_0,12.26,11.29,12.11,18.85,24.15,78.4,2169.1,2756.99,4341.73,6751.25,6449.5,13852.91,23309.72,26125.97,23264.94,63736.6
f_0,8.95,8.44,11.7,17.74,29.97,75.94,1974.17,2339.38,3564.41,4923.26,8501.63,6371.18,21185.42,16551.96,34362.17,55789.49
b_0,10.38,8.34,11.41,21.08,20.91,54.45,1660.41,2331.39,3767.98,3618.96,6235.05,9433.35,22490.96,33283.6,20190.97,59405.75
h_0,8.77,7.22,7.91,12.11,16.45,50.61,1076.78,2317.27,2573.57,3092.46,4424.28,5263.93,13076.96,14662.85,13224.81,45454.01
a_0,6.95,6.52,8.59,12.98,21.65,40.65,1381.21,1650.37,2326.57,2911.91,4256.84,3910.0,15024.88,19520.72,15713.96,41019.23
e_0,7.66,5.53,7.98,12.17,18.55,61.41,1385.36,1656.37,2811.33,3024.22,3752.99,5242.83,17278.17,13028.55,19839.38,32603.39
g_0,4.94,4.67,7.43,9.33,13.85,40.58,781.29,1173.14,1611.34,2747.61,4419.82,3690.66,10606.12,10522.19,12565.82,25517.28
