,c_1,f_1,d_1,e_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
c_1,0.01,0.03,0.03,0.03,0.04,0.03,0.07,0.08,0.04,0.11,0.1,0.08,0.1,0.11,0.1,0.09
f_1,0.03,0.01,0.03,0.03,0.03,0.05,0.04,0.09,0.06,0.06,0.13,0.07,0.07,0.09,0.1,0.12
d_1,0.03,0.02,0.01,0.03,0.03,0.05,0.05,0.05,0.12,0.07,0.06,0.08,0.09,0.12,0.09,0.06
e_1,0.02,0.02,0.03,0.01,0.03,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.09,0.32,0.09,0.09
b_1,0.01,0.02,0.02,0.02,0.01,0.04,0.05,0.05,0.05,0.06,0.05,0.14,0.05,0.07,0.09,0.07
a_1,0.01,0.01,0.01,,,,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.02
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
