,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.82,0.89,1.14,0.92,0.75,0.74,0.86,0.63,0.62,0.7,0.76,0.66,0.57,0.7,0.61
f_1,1.21,1.0,0.95,0.93,0.84,0.75,0.61,0.65,0.58,0.67,0.59,0.59,0.46,0.57,0.59,0.41
d_1,1.1,1.06,1.0,0.88,0.87,0.87,0.74,0.62,0.87,0.59,0.65,0.62,0.6,0.57,0.46,0.61
c_1,0.89,1.07,1.16,1.0,1.38,0.78,0.72,0.5,0.59,0.63,0.52,0.58,0.58,0.59,0.56,0.58
b_1,1.08,1.18,1.14,0.72,1.0,1.4,0.75,0.71,0.8,0.74,0.69,0.57,0.68,0.48,0.57,0.56
a_1,1.32,1.33,1.15,1.26,0.72,1.0,0.89,0.8,0.68,0.89,0.85,0.68,0.68,0.64,0.71,0.6
h_1,1.36,1.66,1.37,1.35,1.36,1.13,1.0,0.95,0.76,1.01,0.89,0.82,0.87,0.68,0.94,0.76
d_0,1.16,1.52,1.5,1.99,1.46,1.22,1.06,1.0,0.84,0.97,1.0,0.99,0.87,0.8,0.87,0.88
c_0,1.61,1.71,1.12,1.68,1.24,1.4,1.32,1.2,1.0,0.93,1.32,1.01,1.01,1.01,0.85,0.84
g_1,1.56,1.55,1.73,1.6,1.36,1.19,0.96,1.07,1.09,1.0,0.99,1.2,0.78,0.9,0.8,0.94
b_0,1.42,1.75,1.51,1.82,1.47,1.13,1.21,0.98,0.77,1.04,1.0,0.94,0.92,1.22,0.85,0.97
f_0,1.29,1.71,1.6,1.65,1.81,1.51,1.21,1.07,1.05,0.85,1.01,1.0,1.06,0.94,0.68,1.26
h_0,1.6,2.06,1.65,1.75,1.49,1.41,1.16,1.16,1.03,1.23,1.18,0.93,1.01,0.91,1.06,0.9
a_0,1.8,1.79,1.75,1.7,2.14,1.54,1.44,1.26,1.01,1.08,0.83,1.05,1.08,1.0,0.91,0.98
g_0,1.53,1.73,2.16,1.74,1.79,1.37,1.08,1.11,1.19,1.31,1.23,1.39,0.96,1.11,1.01,1.31
e_0,1.74,2.4,1.58,1.69,1.78,1.56,1.32,1.18,1.15,1.09,1.05,0.81,1.11,1.02,0.77,1.0
