,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,2.31,3.21,3.88,3.71,3.95,2.12,1.88,1.96,1.67,1.75,1.76,1.32,1.53,1.19,
f_1,5.13,0.41,3.91,3.6,3.76,2.75,1.43,1.49,1.82,1.26,1.66,,1.15,2.13,1.53,1.31
d_1,3.67,3.07,0.4,3.84,3.34,,1.97,,1.52,2.28,1.82,1.77,1.19,1.56,0.92,1.48
c_1,3.48,3.7,4.13,0.39,4.92,2.68,2.32,1.04,1.76,,1.94,1.49,1.42,1.71,1.48,0.98
b_1,3.49,3.42,3.55,1.87,0.36,4.77,2.31,1.7,1.82,2.54,,1.94,1.17,1.49,1.21,2.04
a_1,3.34,5.5,,4.68,1.96,0.31,1.49,1.57,,1.71,1.23,1.58,1.4,,1.63,1.28
h_1,1.65,1.78,1.74,1.62,2.08,2.19,0.26,0.88,1.04,0.7,0.75,0.62,,0.99,0.8,1.15
d_0,1.02,1.86,,1.67,1.34,1.45,0.8,0.29,0.99,0.95,0.65,0.67,0.72,0.59,0.66,0.79
g_1,2.03,1.96,1.52,1.83,2.12,,0.85,0.86,0.23,0.83,1.03,1.02,0.52,0.8,,
c_0,1.72,1.73,0.9,,1.47,1.82,0.79,0.71,0.86,0.28,0.88,0.75,0.6,0.61,0.9,0.81
b_0,1.55,1.61,1.75,1.54,,2.57,0.89,0.84,0.67,0.47,0.27,0.72,0.61,0.9,0.58,0.73
f_0,1.52,,1.54,1.87,1.36,2.07,1.07,0.74,0.71,0.78,0.78,0.26,0.55,0.95,0.37,0.73
h_0,1.4,1.13,1.51,1.29,1.92,1.33,,0.48,0.62,0.6,0.49,0.57,,0.5,0.53,0.6
a_0,2.19,1.49,1.56,1.71,1.58,,0.86,0.78,0.85,0.84,0.48,0.6,0.64,0.21,0.73,
g_0,1.49,1.6,1.49,1.26,1.62,1.08,0.51,0.52,,0.43,0.56,0.77,0.44,0.52,,0.72
e_0,,2.1,1.97,2.23,1.15,1.7,0.63,0.79,,0.65,0.69,0.47,0.64,,0.51,0.21
