,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.46,2.4,1.55,1.74,1.51,1.51,2.86,3.01,3.38,3.35,3.41,3.05,4.17,3.62,3.1,4.58
e_1,1.54,2.46,1.54,1.93,1.82,1.57,3.59,3.3,5.37,3.54,3.92,4.24,4.62,3.9,3.41,4.76
d_1,1.73,1.66,2.56,1.44,1.56,1.71,3.15,3.29,3.17,5.09,4.26,3.81,4.83,3.93,3.85,4.44
c_1,1.71,1.52,1.69,2.62,2.67,1.72,2.98,2.76,2.98,2.77,2.27,3.3,4.29,3.3,3.33,4.17
b_1,1.81,1.5,1.66,1.52,2.85,2.9,3.49,3.14,3.55,3.48,3.28,3.56,4.38,2.98,3.81,4.63
a_1,1.82,1.69,1.67,1.72,1.37,3.37,3.69,3.51,4.01,3.73,3.99,3.68,4.41,3.95,4.31,4.73
h_1,2.13,1.68,1.78,1.8,1.54,1.56,4.21,4.11,3.69,3.32,3.75,3.57,4.27,3.64,3.7,5.35
g_1,1.71,1.48,2.2,1.85,1.57,1.69,3.06,4.66,3.26,3.5,3.77,4.83,4.63,3.76,3.98,4.3
d_0,1.77,1.41,1.51,2.69,1.95,1.56,3.17,3.27,4.45,2.66,3.41,3.67,4.81,4.1,4.04,5.02
c_0,1.84,1.71,1.75,1.75,1.46,1.51,3.7,3.89,4.39,4.67,6.03,4.04,5.43,5.64,4.24,5.27
b_0,1.87,1.69,1.73,2.15,1.44,1.31,3.49,3.71,3.92,3.36,4.76,3.9,5.0,7.14,4.48,4.87
f_0,1.7,1.37,2.03,1.97,1.76,1.64,3.37,2.93,3.99,3.63,3.83,4.93,5.27,4.66,6.33,4.57
h_0,2.02,1.68,1.88,1.76,1.65,1.53,2.8,3.83,3.64,3.44,3.7,3.53,4.23,3.92,3.52,5.56
a_0,1.93,1.69,1.97,1.97,1.9,1.4,3.28,3.39,3.51,3.22,3.11,4.01,5.35,5.26,4.55,4.86
e_0,1.9,1.53,1.84,1.78,1.6,1.72,3.29,3.39,3.6,3.99,3.61,3.37,5.38,4.07,5.62,4.9
g_0,1.59,1.59,2.29,1.76,1.7,1.53,2.88,3.31,3.3,3.6,3.61,5.1,4.15,3.98,4.46,4.21
