,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,0.86,0.81,0.73,0.75,0.75,0.34,0.37,0.49,0.38,0.34,0.51,0.23,0.35,0.41,0.36
e_1,0.54,0.41,0.86,0.83,0.88,0.92,0.47,0.49,0.49,0.41,0.36,0.46,0.31,0.37,0.7,0.34
c_1,0.89,0.69,0.39,0.92,0.96,0.75,0.42,0.22,0.39,0.39,0.33,0.31,0.33,0.33,0.3,0.28
d_1,0.95,0.86,0.8,0.38,0.72,0.76,0.41,0.49,0.33,0.38,0.4,0.33,0.32,0.39,0.27,0.23
b_1,0.88,0.87,0.51,0.91,0.36,0.96,0.52,0.4,0.39,0.41,0.56,0.36,0.35,0.34,0.33,0.33
a_1,0.99,0.74,0.9,0.79,0.5,0.31,0.54,0.41,0.52,0.45,0.48,0.5,0.32,0.61,0.39,0.32
h_1,0.75,0.68,0.77,0.77,0.66,0.62,0.25,0.35,0.44,0.3,0.33,0.3,0.3,0.31,0.36,0.3
d_0,0.72,0.43,0.95,0.87,0.84,0.71,0.39,0.25,0.54,0.3,0.32,0.32,0.32,0.34,0.36,0.29
g_1,0.78,0.7,0.81,0.71,0.8,0.63,0.33,0.29,0.22,0.31,0.32,0.34,0.22,0.33,0.28,0.32
c_0,0.71,0.69,1.13,0.47,0.79,0.7,0.38,0.4,0.43,0.24,0.44,0.37,0.36,0.34,0.33,0.3
b_0,0.78,0.72,0.84,0.6,1.08,0.69,0.36,0.32,0.36,0.18,0.23,0.32,0.27,0.48,0.33,0.29
f_0,0.97,0.62,0.82,0.78,0.7,0.55,0.44,0.33,0.24,0.33,0.31,0.21,0.3,0.39,0.43,0.17
h_0,0.89,0.72,0.67,0.65,0.69,0.67,0.48,0.3,0.4,0.27,0.31,0.26,0.37,0.29,0.29,0.32
a_0,0.72,0.74,0.74,0.71,0.83,0.88,0.42,0.32,0.33,0.28,0.17,0.25,0.28,0.2,0.32,0.3
e_0,0.82,0.77,0.97,0.8,0.86,0.55,0.35,0.29,0.38,0.31,0.31,0.15,0.26,0.31,0.2,0.22
g_0,0.63,0.73,0.75,0.79,0.67,0.7,0.32,0.34,0.48,0.35,0.32,0.42,0.22,0.3,0.35,0.33
