,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,2.03,3.65,3.69,3.81,3.41,1.91,2.32,1.95,1.76,2.07,1.65,1.3,1.48,,1.6
f_1,4.55,0.42,4.51,3.36,3.48,2.94,1.55,1.7,1.83,1.32,,1.31,1.15,1.66,1.38,1.65
d_1,4.46,3.23,0.39,4.79,3.55,4.3,1.71,1.13,,2.51,1.37,1.63,1.36,1.54,1.47,0.86
c_1,3.69,3.21,3.1,0.39,4.05,5.19,2.22,1.89,1.13,,1.54,1.6,1.45,,1.46,1.1
b_1,3.39,4.11,3.68,2.4,0.37,5.63,1.54,2.79,1.21,2.74,1.91,,1.1,1.59,1.41,1.42
a_1,3.41,4.26,3.27,3.81,2.11,0.31,1.91,1.76,1.81,1.29,,2.14,1.59,,1.34,1.83
h_1,1.91,1.79,1.81,1.67,2.01,2.14,0.27,0.98,0.83,0.67,0.81,0.71,,0.81,0.73,0.83
g_1,1.96,2.07,2.58,2.16,1.44,2.14,0.73,0.24,0.85,0.71,0.95,0.89,0.54,0.96,0.65,
d_0,1.03,1.6,,1.59,2.08,1.92,0.87,1.01,0.29,0.69,0.7,0.68,0.58,0.86,0.74,0.67
c_0,1.66,2.13,0.76,,1.28,1.45,1.02,0.97,0.97,0.27,0.69,1.03,0.6,0.8,0.7,0.53
f_0,1.44,,1.84,1.71,1.4,,0.97,0.55,0.87,0.72,0.26,0.97,0.73,0.52,1.07,0.37
b_0,1.9,1.74,1.76,1.8,,1.51,0.87,0.82,0.65,0.42,0.72,0.27,0.54,0.95,0.82,0.56
h_0,1.37,1.39,1.28,1.17,1.39,0.99,,0.81,0.57,0.71,0.39,0.62,,0.45,0.69,0.59
a_0,1.68,1.84,1.54,,1.96,,0.78,0.83,0.66,0.71,0.94,0.42,0.66,0.22,,0.77
e_0,,2.53,1.84,1.53,1.91,1.68,1.01,1.08,0.58,0.79,0.39,0.82,0.49,,0.22,0.53
g_0,1.13,1.33,1.91,1.57,1.24,1.01,0.56,,0.71,0.65,0.82,0.49,0.41,0.5,0.48,
