,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.69,0.6,0.83,0.59,0.44,0.78,0.68,1.32,0.84,0.81,0.75,0.93,0.9,0.44,0.79
f_1,1.02,1.5,0.72,0.64,0.58,0.52,0.67,0.79,0.71,0.66,0.76,0.35,0.77,0.59,0.5,0.76
d_1,0.71,0.75,1.54,0.61,0.61,0.6,0.7,0.77,0.54,1.36,0.9,0.76,0.9,0.61,0.8,0.71
c_1,0.63,0.73,0.68,1.56,1.08,0.52,0.71,0.75,0.69,0.43,0.58,0.76,0.86,0.68,0.74,0.71
b_1,0.76,0.73,0.78,0.59,1.61,0.94,0.71,0.73,0.79,0.86,0.57,0.81,0.93,0.53,0.56,0.75
a_1,0.81,0.82,0.81,0.68,0.52,1.8,1.04,0.82,0.94,1.01,0.96,1.11,1.08,0.54,0.91,0.83
h_1,0.85,1.26,1.05,0.88,0.84,0.59,1.77,1.19,0.94,1.0,1.02,0.93,0.73,0.69,0.81,1.26
g_1,0.81,0.82,1.31,0.9,0.84,0.65,0.97,1.78,1.12,1.15,1.29,1.47,1.18,0.91,0.92,1.08
d_0,0.75,1.06,0.55,1.53,0.92,0.61,1.3,1.0,1.61,0.7,0.93,1.11,1.22,1.07,0.92,1.15
c_0,0.98,1.2,0.77,0.92,0.66,0.62,1.21,1.1,1.38,1.58,1.76,1.18,1.16,1.29,0.94,1.31
b_0,1.05,1.03,0.94,1.1,0.61,0.68,1.14,0.96,1.28,0.88,1.63,0.98,1.23,1.73,0.89,1.3
f_0,0.84,1.01,1.02,1.0,0.96,0.63,1.02,0.89,1.17,1.11,1.2,1.72,1.42,1.05,1.91,1.06
h_0,0.91,1.23,1.06,0.99,0.9,0.74,1.0,1.05,1.1,1.2,1.08,1.11,0.91,1.09,0.96,1.68
a_0,0.86,1.24,1.01,1.17,1.09,0.49,1.36,1.03,1.1,0.94,1.04,0.97,1.27,1.77,1.07,1.06
e_0,0.71,1.2,1.1,1.08,1.05,0.71,1.18,1.11,1.35,1.28,1.25,0.99,1.41,0.89,1.79,1.37
g_0,0.88,0.85,1.55,1.05,0.92,0.79,1.12,0.85,1.01,1.1,0.88,1.68,1.15,1.04,1.01,1.02
