,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9091.97,2247.77,1133.41,2238.93,3003.35,14827.81,1252548.9,2942896.59,4910204.65,6764419.98,10072840.58,3339281.01,51496341.44,34755481.32,38465726.46,103633412.3
e_1,1076.46,12375.13,1284.74,2280.58,2918.43,13561.49,1125611.03,3849090.75,6032432.4,11497788.32,9986901.1,12513287.01,47031900.27,40064211.34,14230901.16,92568051.85
d_1,1042.16,1167.46,13728.56,2478.21,2683.63,17533.4,1139930.39,3408993.19,9463197.87,1751961.48,9021909.48,11210583.67,50968541.04,32596159.96,60280485.67,139239289.27
c_1,987.21,1080.63,1046.28,24060.09,6928.62,15849.0,1301959.15,2859504.07,1064592.13,4919327.77,8136776.87,12994168.06,54212764.98,35846807.87,61825155.87,148301778.83
b_1,878.39,1110.05,1492.5,1783.8,40685.78,29737.09,1597655.97,3272821.61,5400877.84,5645938.12,2965438.6,16245034.61,45491142.18,28278277.57,63280413.28,102905369.63
a_1,834.96,1121.55,1687.46,2471.83,3436.54,310714.12,1342371.29,2743472.18,5175893.09,6460590.89,7374217.02,10113744.01,49118171.69,,56344924.67,173144261.96
h_1,2299.38,2016.98,2306.02,3718.94,4860.46,28570.05,8146150.99,6450154.73,8389104.63,9553108.04,14769067.89,22201134.26,46395675.68,68413962.45,106965412.54,311764973.27
g_1,1166.15,1855.62,3768.88,3423.04,4777.37,33898.59,2122882.18,27991237.49,11034688.28,10131601.8,15295917.68,32339652.24,85408235.37,60288166.14,129290025.67,88525856.61
c_0,2268.06,2452.65,2426.04,1026.54,4784.15,31018.91,2157760.23,5037553.46,27235216.42,12575984.36,36078722.98,22296281.98,88578668.95,60831134.1,102009486.09,235060892.55
d_0,2038.67,1872.84,974.92,6963.48,4556.14,31391.13,2098448.49,6552188.87,7935895.59,30725852.44,16957252.98,24526392.26,92371116.64,68178681.33,99046502.86,211065876.64
b_0,2064.51,2014.67,2893.28,3837.89,2305.27,16357.41,2588474.2,6753441.43,10269016.03,14872858.18,52720623.28,24981953.58,122426445.32,104244299.98,113634498.75,278424859.67
f_0,1020.21,1923.1,3432.48,3599.68,6454.11,27024.05,2247391.4,5237754.29,9121531.28,11859966.51,23932603.19,73866705.69,89815665.7,63782139.41,191416401.64,237553962.62
h_0,2375.01,2029.42,3048.53,3627.93,5237.46,21751.06,647387.2,6874921.01,8941557.86,10385859.45,13587542.46,25082949.79,36878712.36,51965458.33,104765464.7,263726855.05
a_0,1743.36,2614.16,2743.68,4501.32,4212.74,,2551467.21,7523498.47,10870129.16,10182215.15,14913156.35,26029476.2,119017662.63,238035325.25,98602790.31,195157872.74
e_0,2596.9,621.61,3012.84,4401.19,6558.59,19653.85,2064589.23,5713913.77,12079531.25,8970447.4,14972498.57,22985207.38,109814147.26,51120378.9,462879662.14,268085976.62
g_0,1557.04,1687.14,3881.96,3379.8,6300.6,28449.86,2107337.63,1957669.37,10584016.52,10244682.73,15421443.89,36902916.06,78004749.94,71680040.48,104633137.34,79603443.37
