,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.79,1.43,1.48,1.33,1.13,0.67,0.63,0.65,0.53,0.58,0.5,0.41,0.5,0.65,0.43
f_1,1.49,0.66,1.12,1.26,1.2,1.06,0.46,0.59,0.49,0.4,0.62,0.43,0.3,0.39,0.34,0.42
d_1,1.35,1.58,0.64,1.32,1.42,1.28,0.56,0.4,0.8,0.57,0.43,0.48,0.4,0.39,0.48,0.27
c_1,1.15,1.47,1.53,0.64,1.55,1.15,0.73,0.61,0.32,0.63,0.47,0.44,0.38,0.5,0.41,0.38
b_1,1.38,1.69,1.44,0.87,0.62,1.65,0.67,0.77,0.5,0.65,0.53,0.72,0.44,0.49,0.51,0.4
a_1,1.79,2.01,1.47,1.92,0.96,0.57,0.76,0.72,0.68,0.56,0.66,0.72,0.67,1.16,0.48,0.57
h_1,1.92,2.21,2.05,1.73,1.82,1.91,0.57,1.04,0.78,0.67,0.69,0.65,0.62,0.6,0.64,0.55
g_1,1.96,2.19,2.52,2.23,1.87,2.11,0.73,0.55,0.8,0.72,0.82,0.85,0.53,0.74,0.68,0.64
d_0,1.3,2.13,3.05,2.82,2.18,2.06,1.12,1.2,0.6,0.69,0.84,0.78,0.68,0.74,0.78,0.74
c_0,2.25,2.74,1.32,3.02,2.07,2.1,1.05,1.08,1.24,0.6,0.82,1.24,0.69,0.78,0.81,0.7
f_0,2.14,2.78,2.51,2.52,1.93,2.0,1.01,0.71,0.9,0.82,0.58,0.83,0.66,0.7,1.09,0.47
b_0,2.34,2.47,2.0,3.02,2.72,1.86,1.08,0.99,0.85,0.45,0.9,0.59,0.68,1.09,0.9,0.74
h_0,2.57,2.7,2.57,2.52,2.39,1.82,1.49,1.15,1.02,0.92,0.8,0.88,0.93,0.71,0.84,0.74
a_0,2.6,2.6,2.85,2.95,2.91,2.27,1.21,1.06,1.16,0.91,1.05,0.56,0.85,0.56,0.96,0.85
e_0,3.28,4.37,2.46,3.13,2.52,2.77,1.17,1.12,0.95,0.81,0.53,0.85,0.67,0.8,0.55,0.68
g_0,2.63,2.98,3.1,2.87,2.81,2.63,1.12,1.45,1.07,0.89,1.05,0.83,0.65,0.8,0.91,0.87
