,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,0.43,0.25,0.25,0.32,0.29,0.53,0.57,0.56,0.69,0.56,,0.68,0.54,0.6,0.81
e_1,0.26,2.41,0.24,0.25,0.23,0.22,0.55,1.04,0.63,0.8,0.46,0.67,0.65,0.56,,0.83
c_1,0.3,0.29,2.51,0.27,0.41,0.28,0.52,0.54,0.47,,0.68,0.75,0.83,0.47,0.52,0.81
d_1,0.28,0.3,0.3,2.57,0.28,0.27,0.49,,0.5,0.82,0.63,0.53,0.89,0.7,0.41,0.81
b_1,0.32,0.31,0.23,0.28,2.73,0.43,0.69,0.58,0.58,0.42,,0.62,0.87,0.42,0.43,0.89
a_1,0.29,0.26,0.29,0.3,0.25,3.24,0.62,0.67,,0.73,0.55,0.69,0.61,,,
h_1,0.67,0.49,0.56,0.63,0.43,0.46,3.75,1.28,1.19,1.25,1.41,1.02,,1.24,1.34,1.32
d_0,0.67,0.53,0.9,,0.6,0.55,1.06,3.46,1.18,1.32,1.41,1.52,2.36,1.2,1.47,1.66
g_1,0.44,0.49,0.6,0.65,0.5,,1.07,1.07,4.36,1.3,1.42,2.17,1.14,1.25,1.04,
c_0,0.52,0.49,,0.68,0.68,0.51,1.22,1.71,0.98,3.62,2.37,1.23,1.89,1.26,1.35,1.73
b_0,0.7,0.63,0.58,0.65,,0.59,1.3,1.37,0.89,1.15,3.69,1.32,1.73,,1.44,1.94
f_0,,0.61,0.56,0.68,0.7,0.62,1.41,1.18,0.97,1.01,1.32,4.02,2.03,1.94,3.04,0.99
h_0,0.95,0.84,0.67,0.74,0.69,0.92,,1.42,1.98,1.44,1.95,1.4,,1.66,1.5,2.91
a_0,0.69,0.61,0.69,0.44,0.7,,0.99,1.64,1.25,1.77,,0.97,2.04,4.55,,1.99
e_0,0.42,,0.86,0.79,0.87,,1.15,1.32,1.23,1.57,1.35,1.23,1.96,,4.72,
g_0,0.72,0.64,0.81,0.89,0.7,,1.85,1.53,,1.67,1.51,2.62,1.45,1.21,,
