,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.62,0.71,0.54,0.54,0.42,0.43,0.61,0.38,0.36,0.34,0.37,0.34,0.27,0.24,0.29
f_1,0.91,0.96,0.61,0.51,0.53,0.38,0.36,0.43,0.35,0.33,0.33,0.27,0.33,0.26,0.2,0.31
c_1,0.58,0.65,0.96,0.58,0.89,0.51,0.4,0.36,0.41,0.31,0.27,0.34,0.36,0.24,0.26,0.28
d_1,0.67,0.78,0.51,0.96,0.51,0.4,0.43,0.35,0.35,0.59,0.44,0.37,0.39,0.33,0.29,0.26
b_1,0.69,0.71,0.58,0.64,0.95,0.77,0.41,0.37,0.39,0.4,0.3,0.39,0.4,0.23,0.26,0.3
a_1,0.75,0.84,0.67,0.75,0.49,0.95,0.53,0.46,0.46,0.48,0.47,0.38,0.42,0.33,0.3,0.34
h_1,1.01,1.25,0.84,0.88,0.75,0.54,0.82,0.54,0.58,0.57,0.55,0.5,0.49,0.45,0.37,0.49
d_0,0.81,1.0,1.36,0.81,1.07,0.64,0.64,0.74,0.54,0.49,0.51,0.53,0.61,0.38,0.45,0.47
g_1,0.96,1.04,0.88,1.23,0.79,0.57,0.62,0.63,0.79,0.65,0.63,0.69,0.56,0.46,0.46,0.38
c_0,1.13,1.16,0.8,0.87,0.7,0.62,0.71,0.66,0.57,0.77,0.92,0.59,0.69,0.58,0.47,0.49
b_0,1.11,1.16,1.07,0.95,0.77,0.62,0.79,0.68,0.58,0.55,0.74,0.63,0.59,0.75,0.42,0.53
f_0,0.91,1.02,1.09,1.02,0.87,0.86,0.66,0.65,0.6,0.66,0.64,0.75,0.64,0.55,0.7,0.43
h_0,1.22,1.38,1.04,0.99,0.9,0.71,0.61,0.62,0.74,0.54,0.62,0.58,0.59,0.46,0.43,0.54
a_0,1.3,1.18,1.26,1.05,0.95,0.64,0.72,0.82,0.65,0.61,0.6,0.64,0.73,0.7,0.52,0.51
e_0,1.08,1.33,1.15,1.09,1.08,0.78,0.77,0.65,0.65,0.69,0.73,0.6,0.8,0.54,0.69,0.59
g_0,1.19,1.1,1.02,1.51,1.1,0.82,0.76,0.64,0.71,0.73,0.65,0.94,0.7,0.58,0.55,0.5
