,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,0.85,1.77,1.77,1.78,1.74,0.53,0.52,0.45,0.25,0.42,0.38,0.26,0.36,2.37,0.33
f_1,1.48,0.17,1.67,1.92,1.86,1.69,0.33,0.54,0.28,0.28,0.95,0.31,0.16,0.32,0.29,0.26
d_1,2.98,1.62,0.15,1.53,1.44,1.35,0.48,0.32,1.27,0.32,0.34,0.3,0.26,0.38,0.23,0.13
c_1,1.37,1.64,1.81,0.15,2.1,2.04,0.47,0.4,0.19,1.31,0.27,0.29,0.28,0.41,0.37,0.25
b_1,1.59,2.59,1.65,0.99,0.15,1.82,0.42,0.41,0.38,0.49,0.25,1.51,0.25,0.29,0.38,0.26
a_1,2.09,1.73,1.71,1.97,0.85,0.1,0.52,0.51,0.36,0.34,0.37,0.52,0.22,1.78,0.36,0.25
h_1,0.74,1.07,0.87,0.93,1.24,0.81,0.07,0.28,0.2,0.16,0.18,0.22,0.33,0.22,0.16,0.16
g_1,0.95,1.19,0.83,1.15,0.86,0.78,0.21,0.06,0.16,0.21,0.16,0.21,0.1,0.16,0.16,0.28
d_0,0.45,1.26,2.65,0.95,0.88,1.08,0.3,0.38,0.07,0.19,0.2,0.17,0.13,0.22,0.19,0.18
c_0,0.83,0.91,0.45,5.93,1.02,0.95,0.35,0.27,0.24,0.07,0.3,0.15,0.15,0.22,0.17,0.16
f_0,0.9,3.4,0.9,0.82,0.66,0.93,0.31,0.15,0.23,0.17,0.06,0.2,0.12,0.17,0.2,0.07
b_0,0.8,0.94,0.74,1.06,3.39,0.82,0.23,0.34,0.18,0.09,0.25,0.06,0.13,0.19,0.2,0.14
h_0,0.81,0.98,0.75,0.93,0.9,0.83,0.78,0.44,0.21,0.21,0.21,0.14,0.49,0.19,0.15,0.15
a_0,0.78,1.02,0.76,0.82,1.16,,0.34,0.26,0.23,0.17,0.19,0.09,0.13,0.04,0.17,0.19
e_0,2.27,1.0,0.89,0.83,0.89,0.7,0.23,0.26,0.21,0.21,0.1,0.18,0.16,0.18,0.04,0.11
g_0,0.9,1.16,0.88,0.8,0.83,0.97,0.18,0.87,0.21,0.19,0.15,0.19,0.11,0.15,0.17,0.27
