,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.39,0.49,0.35,0.33,0.3,0.32,0.46,0.31,0.24,0.27,0.27,0.22,0.2,0.18,0.22
f_1,0.65,0.94,0.42,0.47,0.3,0.25,0.24,0.24,0.24,0.25,0.23,0.15,0.22,0.2,0.12,0.22
c_1,0.38,0.38,0.94,0.44,0.63,0.27,0.27,0.23,0.13,0.22,0.17,0.24,0.23,0.18,0.17,0.22
d_1,0.5,0.4,0.38,0.94,0.43,0.26,0.27,0.18,0.42,0.23,0.27,0.25,0.23,0.15,0.17,0.18
b_1,0.43,0.55,0.36,0.41,0.94,0.57,0.3,0.26,0.35,0.26,0.13,0.23,0.24,0.16,0.17,0.2
a_1,0.48,0.57,0.5,0.55,0.28,0.94,0.41,0.33,0.26,0.25,0.31,0.29,0.27,0.12,0.26,0.24
h_1,0.62,0.85,0.64,0.7,0.53,0.38,0.75,0.4,0.42,0.52,0.36,0.37,0.29,0.25,0.32,0.4
d_0,0.59,0.74,1.13,0.5,0.61,0.52,0.47,0.66,0.38,0.39,0.43,0.43,0.42,0.27,0.32,0.4
c_0,0.72,0.86,0.64,0.61,0.4,0.56,0.5,0.49,0.65,0.39,0.66,0.38,0.46,0.36,0.36,0.37
g_1,0.69,0.56,0.75,1.0,0.5,0.49,0.4,0.44,0.45,0.74,0.41,0.53,0.35,0.24,0.29,0.21
b_0,0.74,0.81,0.93,0.73,0.46,0.42,0.49,0.5,0.45,0.42,0.67,0.39,0.43,0.57,0.33,0.38
f_0,0.64,0.61,0.85,0.75,0.75,0.49,0.55,0.5,0.47,0.39,0.46,0.64,0.44,0.33,0.55,0.32
h_0,0.73,1.08,0.89,0.81,0.68,0.55,0.41,0.5,0.44,0.54,0.49,0.4,0.35,0.32,0.35,0.49
a_0,0.79,0.8,0.84,0.95,0.76,0.45,0.66,0.59,0.47,0.57,0.4,0.45,0.58,0.6,0.34,0.43
e_0,0.41,1.11,0.87,0.87,0.81,0.54,0.64,0.48,0.55,0.47,0.5,0.39,0.47,0.39,0.61,0.43
g_0,0.72,0.75,0.83,1.2,0.79,0.54,0.58,0.4,0.52,0.47,0.49,0.65,0.35,0.38,0.44,0.35
