,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.3,0.96,0.95,0.9,0.68,0.57,0.67,0.57,0.6,0.59,0.54,0.48,0.54,0.46,0.56
e_1,0.77,1.0,0.99,1.0,1.03,0.84,0.85,0.73,0.96,0.73,0.67,0.76,0.65,0.58,0.63,0.62
d_1,1.05,1.01,1.0,0.95,0.94,0.88,0.68,0.57,0.68,0.81,0.66,0.59,0.58,0.57,0.63,0.47
c_1,1.04,1.0,1.05,1.0,1.34,0.72,0.72,0.66,0.45,0.52,0.5,0.59,0.57,0.57,0.54,0.53
b_1,1.12,0.97,1.06,0.75,1.0,1.59,0.91,0.75,0.76,0.74,0.83,0.73,0.65,0.57,0.6,0.65
a_1,1.47,1.21,1.14,1.4,0.63,1.0,0.91,0.83,0.79,0.82,0.94,0.7,0.76,0.79,0.74,0.63
h_1,1.76,1.22,1.42,1.33,1.13,1.03,1.0,1.23,0.98,0.84,0.93,0.82,0.9,0.74,0.86,0.99
g_1,1.53,1.35,1.7,1.56,1.34,1.17,0.8,1.0,0.86,0.83,0.94,1.16,0.81,0.84,0.8,0.79
d_0,1.66,1.07,1.39,2.23,1.44,1.23,1.04,1.2,1.0,0.86,0.99,0.85,0.91,0.93,0.98,0.93
c_0,1.6,1.36,1.21,1.74,1.33,1.14,1.2,1.22,1.2,1.0,1.53,0.99,1.1,1.1,0.82,0.99
b_0,1.67,1.51,1.53,1.96,1.2,1.05,1.1,1.06,0.98,0.68,1.0,0.92,0.94,1.39,0.9,0.92
f_0,1.91,1.28,1.64,1.77,1.38,1.32,1.19,0.89,1.28,1.0,1.03,1.0,1.06,0.97,1.27,0.73
h_0,2.06,1.58,1.72,1.69,1.59,1.31,1.09,1.26,1.15,0.89,1.03,0.92,1.0,0.95,0.82,1.09
a_0,1.84,1.7,1.74,1.82,1.92,1.27,1.31,1.25,1.14,0.98,0.77,1.12,1.08,1.0,1.12,1.0
e_0,2.26,1.69,1.56,1.96,1.66,1.28,1.18,1.19,1.07,1.24,1.14,0.76,1.24,0.97,1.0,0.94
g_0,1.76,1.57,2.13,1.85,1.57,1.63,0.99,1.22,1.09,1.0,1.13,1.34,0.87,0.98,1.05,1.0
