,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,2.35,1.17,0.91,1.31,1.01,0.81,1.95,1.71,3.57,1.95,2.02,1.96,2.69,2.34,1.76,1.44
f_1,1.74,2.37,0.94,1.08,0.86,0.68,1.95,1.63,2.35,1.89,2.0,1.46,2.33,2.2,1.75,1.27
d_1,1.01,1.21,2.48,0.86,0.97,0.82,1.97,2.05,1.62,3.69,2.73,2.5,2.82,2.55,1.97,1.82
c_1,0.99,1.04,1.04,2.49,1.64,0.95,1.77,1.78,2.15,1.42,1.36,1.77,2.75,2.38,1.74,1.6
b_1,1.02,1.08,1.03,1.09,2.61,1.46,1.9,1.54,2.08,2.23,1.53,1.81,2.78,2.34,1.29,1.92
a_1,1.05,1.17,1.03,1.11,1.03,3.13,2.18,2.01,2.23,1.8,1.97,1.97,2.91,2.68,1.42,1.83
h_1,1.14,1.42,1.14,1.16,1.01,0.83,3.51,2.21,2.08,2.1,2.27,2.35,2.25,3.51,2.0,2.19
g_1,1.14,1.09,1.61,1.05,0.98,0.91,1.98,3.77,1.61,2.3,2.33,3.22,2.94,2.38,2.01,2.33
d_0,1.12,1.25,0.92,1.81,1.12,0.84,2.0,1.76,3.27,1.64,2.12,1.99,3.06,2.64,1.84,2.16
c_0,1.18,1.25,1.24,0.99,0.91,0.83,2.29,1.88,2.42,3.42,4.24,2.29,2.91,3.11,2.53,2.07
b_0,1.24,1.24,1.26,1.18,0.98,0.78,2.2,1.96,2.11,2.13,3.47,2.12,3.03,2.96,3.74,2.03
f_0,0.98,1.02,1.28,1.25,1.09,1.17,2.06,2.05,2.33,2.55,2.44,3.82,3.08,3.32,2.2,3.76
h_0,1.22,1.65,1.15,1.11,0.98,0.86,1.68,2.33,2.19,2.2,2.1,2.13,2.4,3.16,1.82,1.8
g_0,1.1,1.15,1.68,1.19,0.96,0.74,2.09,1.59,1.98,2.25,2.18,3.15,3.0,2.52,1.81,1.95
a_0,1.28,1.27,1.07,1.33,1.0,0.84,2.01,1.7,2.37,2.29,2.41,2.09,3.15,2.61,3.85,1.85
e_0,0.87,1.19,1.27,1.37,1.1,0.96,2.34,1.87,2.27,2.28,2.39,2.38,2.9,2.84,2.09,3.8
