,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,16.94,38.5,31.18,36.42,31.07,7.89,9.66,11.63,5.76,7.91,6.99,4.28,7.17,,5.13
f_1,35.71,0.45,22.33,34.2,42.75,44.18,5.65,9.2,10.95,6.43,6.6,,2.83,7.4,7.36,5.46
d_1,46.82,34.63,0.42,54.18,33.02,31.49,11.81,,5.99,6.11,5.6,8.53,5.03,5.09,7.39,2.82
c_1,37.95,42.91,52.86,0.41,25.21,33.61,11.55,3.36,13.78,,11.26,7.67,4.13,11.11,6.19,4.37
b_1,53.33,38.77,53.37,18.18,0.4,54.81,7.73,6.91,11.29,15.23,,5.6,4.46,9.94,,3.82
a_1,49.21,38.86,39.5,53.36,25.53,0.34,13.08,9.4,12.73,8.2,11.8,7.82,8.3,,,6.89
h_1,17.35,18.22,14.45,17.72,27.71,16.38,0.37,4.09,4.12,3.42,3.82,3.62,,3.07,3.9,2.94
d_0,7.91,19.04,,12.93,19.4,20.05,3.92,0.5,4.76,2.7,3.0,3.23,1.96,2.82,2.44,2.48
g_1,24.37,21.09,21.34,25.53,18.24,16.15,5.52,5.29,0.33,4.83,3.32,3.67,2.06,5.52,3.98,
c_0,13.46,13.35,11.27,,19.2,23.55,6.13,4.22,4.02,0.47,3.76,2.67,2.62,3.58,2.42,1.62
b_0,20.24,20.34,16.01,19.79,,14.34,4.11,2.9,6.66,1.93,0.45,4.55,2.51,2.57,4.62,2.0
f_0,19.02,,16.09,20.09,12.26,18.06,6.0,3.8,2.86,3.06,3.37,0.44,2.76,3.16,3.0,2.39
h_0,10.69,13.24,13.46,12.88,10.63,9.44,,2.34,3.1,4.1,2.68,2.37,,2.06,1.93,3.13
a_0,16.5,28.98,24.64,21.1,23.27,,6.94,3.82,4.44,4.2,2.28,4.61,3.24,0.39,,3.05
e_0,,20.95,14.72,16.54,,,4.94,3.36,6.16,5.82,4.95,1.99,3.26,,0.41,2.41
g_0,22.42,16.09,15.7,13.42,12.03,13.87,2.64,2.89,,2.67,2.21,4.32,1.61,4.06,2.2,
