,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.82,0.98,1.15,0.98,0.98,1.09,1.5,1.01,1.05,0.93,1.09,1.08,0.93,1.13,0.95
f_1,1.21,1.0,0.87,0.93,1.01,0.98,0.86,0.95,1.0,1.03,1.01,0.92,0.82,1.08,1.19,0.99
d_1,1.02,1.14,1.0,1.09,0.85,0.92,1.01,0.98,1.26,0.76,1.1,1.01,0.97,1.03,0.74,0.91
c_1,0.87,1.06,0.91,1.0,1.43,0.93,0.98,0.75,0.71,0.99,0.78,0.97,1.07,0.84,0.99,1.03
b_1,1.02,0.99,1.18,0.7,1.0,1.42,1.02,0.92,1.08,1.09,0.89,0.94,1.06,1.01,1.01,1.03
a_1,1.03,1.03,1.09,1.07,0.7,1.0,1.13,0.97,0.99,1.13,1.34,1.02,1.1,1.16,1.12,1.01
h_1,0.91,1.17,1.03,1.03,0.94,0.85,1.0,1.01,0.94,1.19,0.99,0.83,0.91,0.91,1.19,0.92
d_0,0.68,1.04,1.06,1.38,1.09,0.92,1.01,1.0,0.85,1.11,1.02,0.97,1.07,0.85,1.1,1.08
c_0,0.94,1.03,0.82,1.17,0.9,1.01,1.08,1.18,1.0,1.1,1.41,1.1,0.94,1.27,1.03,1.07
g_1,1.01,0.95,1.29,1.0,0.94,0.87,0.82,0.89,0.92,1.0,0.94,1.34,0.84,0.86,0.99,0.98
b_0,1.0,1.0,0.94,1.25,1.05,0.76,0.99,0.93,0.68,1.03,1.0,0.99,1.25,1.43,0.96,1.1
f_0,0.89,1.17,1.0,1.06,1.06,1.04,1.26,0.97,0.9,0.75,1.04,1.0,1.06,1.0,0.83,1.43
h_0,0.93,1.18,1.07,0.94,0.99,0.82,1.09,0.96,1.03,1.21,0.8,0.97,1.0,0.92,1.18,0.84
a_0,1.09,0.94,0.97,1.16,1.02,0.81,1.08,1.04,0.85,1.1,0.78,0.96,1.07,1.0,1.05,0.92
g_0,0.96,0.86,1.32,1.02,1.02,0.84,0.84,0.94,0.99,0.97,1.03,1.27,0.85,0.86,1.0,0.87
e_0,1.04,1.1,1.03,0.94,0.99,0.97,1.09,0.84,0.95,0.99,1.01,0.71,1.29,1.01,1.22,1.0
