,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.23,0.03,0.02,0.03,0.02,0.02,0.06,0.13,0.03,0.06,0.05,0.05,0.07,0.05,,0.09
f_1,0.05,2.25,0.03,0.04,0.03,0.03,0.05,0.07,0.04,0.05,0.06,,0.07,0.04,0.05,0.05
d_1,0.03,0.03,2.35,0.02,0.03,0.02,0.05,,0.06,0.13,0.06,0.05,0.08,0.03,0.06,0.07
c_1,0.03,0.02,0.03,2.35,0.04,0.02,0.06,0.06,0.05,,0.05,0.07,0.11,0.05,0.03,0.04
b_1,0.03,0.02,0.04,0.03,2.53,0.05,0.05,0.07,0.04,0.05,,0.06,0.08,0.04,0.04,0.07
a_1,0.02,0.03,0.03,0.03,0.03,3.03,0.05,0.08,0.05,0.05,0.07,0.04,0.08,,,0.07
h_1,0.13,0.19,0.08,0.09,0.09,0.05,2.67,0.24,0.19,0.17,0.27,0.2,,0.26,0.16,0.33
d_0,0.15,0.16,,0.24,0.1,0.11,0.27,1.93,0.22,0.31,0.3,0.27,0.46,0.19,0.26,0.43
g_1,0.1,0.09,0.13,0.1,0.11,0.08,0.21,0.24,2.99,0.18,0.16,0.41,0.36,0.17,0.13,
c_0,0.18,0.16,0.13,,0.14,0.09,0.26,0.27,0.23,2.07,0.56,0.3,0.36,0.22,0.31,0.31
b_0,0.19,0.15,0.1,0.14,,0.07,0.24,0.29,0.21,0.33,2.15,0.28,0.48,0.47,0.23,0.43
f_0,0.12,,0.2,0.16,0.11,0.08,0.27,0.27,0.27,0.36,0.35,2.15,0.34,0.27,,0.39
h_0,0.14,0.31,0.2,0.21,0.2,0.13,,0.5,0.54,0.52,0.46,0.5,,0.25,0.41,0.66
a_0,0.14,0.14,0.15,0.13,0.12,,0.31,0.4,0.24,0.36,0.21,0.23,0.52,2.58,,0.28
e_0,,0.17,0.14,0.13,0.14,,0.47,0.31,0.26,0.28,0.23,,0.43,,2.61,0.34
g_0,0.21,0.15,0.32,0.25,0.19,0.11,0.5,0.45,,0.47,0.43,0.76,0.47,0.26,0.25,
