,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.96,0.63,0.55,0.42,0.44,0.34,0.41,0.31,0.56,0.25,0.35,0.32,0.27,0.3,0.28,0.29
f_1,0.54,0.95,0.82,0.54,0.44,0.34,0.32,0.33,0.29,0.32,0.27,0.22,0.24,0.29,0.17,0.25
e_1,0.54,0.52,0.95,0.7,0.51,0.35,0.39,0.29,0.37,0.55,0.33,0.34,0.27,0.28,0.21,0.3
c_1,0.58,0.58,0.47,0.95,0.83,0.33,0.4,0.32,0.26,0.28,0.28,0.31,0.24,0.33,0.25,0.26
b_1,0.62,0.64,0.56,0.48,0.95,0.62,0.37,0.35,0.33,0.37,0.25,0.34,0.24,0.36,0.26,0.31
a_1,0.76,0.71,0.58,0.68,0.49,0.94,0.43,0.46,0.41,0.4,0.41,0.39,0.24,0.43,0.28,0.28
h_1,0.87,1.05,0.74,0.77,0.71,0.5,0.8,0.57,0.47,0.43,0.48,0.45,0.39,0.36,0.39,0.49
g_1,1.19,0.79,0.9,0.83,0.72,0.46,0.55,0.79,0.55,0.45,0.52,0.64,0.37,0.39,0.42,0.33
c_0,0.86,1.07,0.84,0.78,0.7,0.58,0.68,0.53,0.71,0.61,0.78,0.51,0.51,0.47,0.44,0.44
d_0,0.74,0.84,0.7,1.48,0.8,0.55,0.62,0.51,0.45,0.71,0.48,0.53,0.4,0.51,0.4,0.48
b_0,0.88,1.08,0.83,0.99,0.69,0.5,0.67,0.55,0.52,0.6,0.71,0.58,0.71,0.58,0.46,0.54
f_0,1.05,0.88,0.78,0.93,0.81,0.55,0.73,0.5,0.62,0.56,0.55,0.69,0.46,0.53,0.67,0.48
a_0,1.02,1.09,0.93,1.1,0.9,0.46,0.73,0.64,0.58,0.62,0.45,0.63,0.68,0.62,0.51,0.53
h_0,1.07,1.29,1.03,0.84,0.78,0.56,0.61,0.77,0.66,0.61,0.52,0.49,0.47,0.46,0.42,0.53
e_0,1.03,1.27,0.85,1.0,0.79,0.65,0.79,0.66,0.66,0.57,0.61,0.51,0.56,0.62,0.67,0.5
g_0,1.31,1.04,0.91,1.0,0.8,0.69,0.71,0.53,0.72,0.53,0.53,0.76,0.48,0.5,0.53,0.5
