,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,1.75,0.95,1.06,0.95,0.68,1.6,2.44,2.05,1.43,1.86,1.18,2.55,1.88,1.03,2.08
e_1,1.22,2.36,0.89,1.29,0.98,0.81,2.01,3.57,1.81,1.64,2.01,1.85,2.73,2.11,1.37,2.32
d_1,1.27,1.04,2.52,0.86,0.87,0.91,1.81,1.36,3.76,1.56,2.65,2.13,3.11,1.84,1.92,2.59
c_1,1.09,1.02,0.95,2.49,1.73,0.93,1.88,1.9,1.6,1.63,1.27,1.86,2.24,1.54,1.82,2.21
b_1,0.99,0.94,1.05,1.03,2.55,1.71,1.94,2.23,1.96,1.81,1.41,1.86,2.84,1.29,1.52,2.3
a_1,1.18,1.01,1.14,1.05,1.01,3.02,2.16,2.36,2.1,1.91,2.22,2.18,3.06,1.14,1.96,2.81
h_1,1.53,1.11,1.21,1.16,0.98,0.84,3.59,2.21,2.3,2.32,2.04,2.04,2.27,1.83,1.86,3.38
d_0,1.23,1.05,0.85,1.93,1.26,0.75,1.99,3.27,1.41,1.74,1.77,2.07,2.64,1.63,1.76,2.32
c_0,1.35,1.21,1.23,0.9,0.89,0.89,2.19,2.47,3.45,1.95,4.07,2.03,3.13,2.48,2.21,2.91
g_1,1.02,1.0,1.79,1.08,1.01,0.85,1.84,1.96,2.24,3.86,2.13,3.15,3.14,1.91,2.46,2.14
b_0,1.39,1.27,1.35,1.14,0.7,0.63,2.12,2.32,2.43,2.12,3.78,2.28,3.1,3.99,2.03,2.79
f_0,1.06,0.98,1.35,1.2,1.18,0.96,2.13,2.22,2.56,2.08,2.47,3.9,3.23,1.98,3.89,2.75
h_0,1.45,1.15,1.28,1.14,1.08,0.86,1.66,2.19,2.36,2.11,2.33,2.17,2.08,1.86,1.81,3.15
a_0,1.13,1.16,1.3,1.23,1.08,0.57,2.04,2.28,2.56,2.1,2.61,2.45,3.18,3.93,1.91,3.19
e_0,1.29,0.83,1.17,1.14,1.24,1.06,2.03,1.88,2.64,1.9,2.62,2.63,3.85,2.04,3.95,2.69
g_0,1.0,1.0,1.67,1.16,1.08,0.85,2.08,2.29,2.45,1.72,2.17,3.57,2.95,2.28,2.17,2.39
