,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,114.9,55.38,72.01,51.51,93.29,236.54,8131.47,25719.13,18208.84,15000.6,30865.47,35567.96,91046.62,116201.13,102243.15,143219.82
f_1,75.4,126.87,58.88,65.91,80.41,183.5,5687.07,12832.8,13798.35,14753.64,25040.87,19309.81,87005.93,110356.64,65032.45,136654.42
c_1,43.59,51.37,129.18,60.79,166.69,196.52,6570.94,12301.09,7157.79,12758.02,18284.26,29554.53,89911.79,96117.46,95695.54,138599.88
d_1,57.76,52.82,52.18,131.13,113.81,194.97,6445.6,9332.64,23282.66,13351.97,29127.39,31050.81,90565.19,80746.35,94052.9,109667.35
b_1,39.41,58.76,39.65,46.02,199.9,340.79,5830.19,11057.93,15629.17,12121.89,11590.86,22595.87,74262.41,69219.39,73110.81,100589.55
a_1,31.75,43.12,38.89,43.52,41.96,395.79,5586.46,10073.43,8310.03,8404.79,19040.89,20857.11,60786.18,36438.81,81194.17,85343.2
h_1,12.77,20.37,15.73,17.56,25.34,50.48,3208.53,3767.76,4235.82,5363.63,7000.03,8152.33,19952.85,23612.88,31131.27,44586.38
d_0,9.31,13.56,21.4,9.6,22.08,52.45,1547.58,4760.25,2909.79,3121.11,6340.62,7338.58,22780.42,19701.95,24496.87,34433.35
c_0,11.15,15.4,11.82,11.48,14.28,55.37,1618.55,3520.0,4928.69,3081.31,9541.16,6304.17,24174.72,25861.82,26719.99,31011.6
g_1,10.55,9.98,13.8,18.69,17.75,48.55,1283.14,3071.61,3383.58,5703.64,5846.03,8856.89,18321.29,17454.27,21131.27,17743.1
b_0,9.24,11.72,13.85,11.1,13.33,33.73,1285.79,2896.74,2735.69,2617.43,7786.44,5247.53,18018.96,33451.24,19945.84,25459.66
f_0,7.56,8.36,12.14,10.87,20.49,37.56,1357.9,2743.33,2730.83,2354.18,5078.48,8250.16,17681.52,18477.5,31450.14,20289.39
h_0,5.97,10.16,8.6,7.97,12.73,28.77,689.24,1849.41,1749.54,2216.88,3710.15,3503.75,9712.59,12050.41,13690.47,21624.07
a_0,5.77,6.75,7.36,8.45,12.85,21.33,1001.04,1975.45,1676.0,2100.66,2698.28,3529.55,14439.02,20597.51,11874.36,16830.81
e_0,2.96,9.36,7.54,7.66,13.52,25.33,968.24,1613.72,1939.56,1704.74,3402.52,3084.38,11522.62,13050.99,21245.11,16799.73
g_0,5.02,6.05,6.9,10.1,12.74,24.02,834.35,1285.44,1755.02,1648.33,3206.01,4881.38,8278.23,12509.88,14697.21,13079.08
