,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8897.12,203.59,340.12,352.04,363.35,1592.05,201150.63,348012.11,691101.69,897097.46,930289.03,,3831336.31,3589556.17,4781612.62,11252278.7
d_1,124.73,12354.53,137.29,307.55,419.0,1780.85,177957.6,410026.13,1274582.82,,1509825.23,1727188.92,4602226.48,4215980.83,5956434.47,10076676.67
e_1,141.92,127.2,13605.7,287.35,442.89,1567.65,200151.98,352627.92,564104.8,1635351.11,1336436.74,1692769.74,3752747.62,4492573.26,,10665939.71
c_1,114.64,131.02,144.15,26236.1,919.97,2164.15,185459.07,417038.14,,974246.95,1293175.01,2084905.85,3685304.32,3341360.97,5934658.97,15317189.39
b_1,98.78,158.18,162.42,234.98,47623.89,4028.94,257200.85,218176.91,615058.44,846861.66,,2523297.02,4554474.48,4769067.08,5201145.36,11675505.55
a_1,105.73,183.42,145.29,295.83,452.53,248587.08,223678.08,490405.96,672437.68,741939.74,1231025.06,2179284.31,5219013.21,,,
h_1,678.45,592.82,575.47,1258.08,1545.95,4207.29,10870754.66,2219930.57,2179182.34,3111601.17,4818578.76,5466859.9,,14110510.2,29484662.68,57074319.41
g_1,451.26,909.09,666.77,1071.81,2414.22,5280.97,1016246.19,22698790.04,1935747.71,1321916.31,4785427.87,11334747.84,13344283.87,15387298.57,15657636.61,
c_0,660.57,874.09,774.01,,1890.26,11574.77,877460.02,1628612.74,20428070.03,4185080.32,9889765.06,8443505.12,24914853.57,28417051.4,24034333.9,55418245.78
d_0,676.35,,982.28,2817.87,2029.83,7825.93,1221433.11,1311647.58,2479767.26,29143499.64,5874887.24,8311363.59,24427997.61,17437291.8,37100350.69,50693808.2
b_0,638.9,785.33,1170.57,1236.52,,7131.72,1274369.11,2177148.6,3060660.95,3918148.83,46006973.25,10033223.67,18664494.33,39797211.6,24989517.24,46340459.32
f_0,,758.05,679.54,1668.31,1839.95,6774.74,1412342.14,2412863.51,3508998.34,3507289.04,5265069.68,74129985.9,24251680.04,26730887.77,67259468.37,64872802.14
h_0,1323.24,979.41,1144.85,2013.53,4365.52,11693.45,,3701948.59,4080277.32,7100593.75,11781292.12,11616614.21,,27683103.95,49599825.07,117866178.43
a_0,725.15,659.34,1221.7,1178.31,1872.86,,1110880.04,1215020.39,2168578.05,4954335.3,4795130.69,11453173.0,21159044.16,226321516.47,,66819512.34
e_0,540.9,975.87,,1593.04,2170.34,,1373147.96,2150411.69,2032756.58,4018878.57,5927214.17,11148759.72,18117431.56,,349082887.83,
g_0,690.9,2037.52,571.39,1526.11,4928.35,,1766117.0,,6324715.58,4990764.23,9857936.74,25711892.17,32479429.13,30429783.73,,
