,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,12480.31,1273.8,3093.55,1928.15,2935.75,9836.27,2131339.52,2537545.56,4169104.49,4311374.22,8263295.59,2085112.14,33714507.98,22227063.37,25252859.2,98828829.41
d_1,1383.9,12587.42,1328.09,1362.61,2656.05,13969.04,3102754.97,3500486.11,9664740.45,1657786.5,9993169.23,11474595.95,38533587.37,27005254.12,38000166.4,74843897.75
e_1,1421.03,1014.22,16595.47,1997.67,2678.27,11080.91,2336793.54,3146191.68,4502783.14,10030090.03,7539742.8,11542179.46,42024776.61,27951511.72,13888124.99,97390375.46
c_1,1416.66,1308.63,1334.61,20890.69,5896.33,9670.37,2436558.99,2962026.45,874653.67,4402982.95,6381674.13,10265493.68,35592224.64,23033802.85,25562693.43,95460245.06
b_1,1188.17,1300.75,1557.33,1912.0,34869.26,28632.46,1815194.31,2857337.76,3412355.42,4440165.23,1597652.42,7532172.27,36320516.75,25162422.52,36618523.97,130240409.94
a_1,1134.14,1232.73,990.6,2140.82,3286.04,245127.47,2891854.87,3705397.42,5199022.78,3588327.53,7319981.78,11787177.73,50295413.55,5761728.52,40771249.68,95423181.11
h_1,3016.96,2068.05,2661.13,4373.62,3195.78,21035.05,17821025.37,6541267.8,8043010.94,7930036.15,16791636.67,17658588.3,20192646.49,44424411.42,62143789.21,249018782.79
g_1,1795.79,3517.98,2272.66,3072.2,4717.98,23824.79,2833785.5,27991237.49,7462910.74,8487516.6,15330397.62,27616597.48,48994475.05,35875260.18,71047431.52,77469999.43
c_0,2509.14,3139.92,2817.98,1577.61,3230.33,22781.2,4135795.05,7027229.59,23906286.77,9380152.01,27163989.36,21752069.05,75832331.77,49894083.7,63450115.11,197703946.12
d_0,2204.0,715.08,3068.74,6502.7,3736.95,26354.05,4527197.4,6114878.51,6527425.92,24439224.28,18304419.82,17619234.01,49985200.94,51818312.65,63930070.6,148184947.33
b_0,2754.19,2761.98,3202.69,3463.73,883.84,22534.99,4178141.07,7079012.62,8607272.23,8722406.32,43457304.6,12360817.4,77324741.86,95963259.96,57689797.49,169890771.31
f_0,914.91,2497.64,2327.5,4928.83,3899.0,24497.23,3085901.64,6434996.23,7569144.34,11228263.49,17223091.11,52312883.68,77267413.31,50030667.56,157902724.19,202860619.66
h_0,3005.21,2527.62,2787.85,2917.39,4597.01,23519.96,1000159.59,8302378.36,8799191.46,8565996.49,14338659.4,15745209.42,24561247.9,41638028.22,62143789.21,239771400.94
a_0,2232.71,2271.96,3007.03,4885.66,3663.51,,3595976.08,6479810.61,10337785.71,9139032.12,12980007.74,17631088.83,71614265.23,196262414.76,59905660.4,147654418.97
e_0,2625.52,2632.94,1161.6,2750.81,4003.6,27545.9,4917451.3,7821081.06,10724014.59,10826467.79,18357829.08,13228118.12,75196574.18,57637826.1,260658671.41,157425667.28
g_0,2063.99,3353.12,2301.18,3726.83,4375.57,21113.22,3439855.23,2613054.83,8606073.36,7112747.95,13654502.66,27502573.54,55931004.57,36938038.84,77350458.25,
