,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.54,2.19,2.5,2.02,1.75,0.88,0.95,0.84,0.67,0.62,0.82,0.57,0.77,0.84,0.58
f_1,2.3,1.06,2.11,2.16,2.12,1.76,0.65,0.93,0.66,0.55,0.65,0.72,0.43,0.52,0.56,0.6
d_1,2.74,2.31,1.06,2.36,2.07,1.87,0.78,0.62,1.38,0.87,0.7,0.65,0.52,0.6,0.61,0.33
c_1,2.07,2.65,2.78,1.06,2.75,2.29,0.95,0.97,0.46,0.9,0.64,0.68,0.56,0.58,0.6,0.49
b_1,2.98,3.07,2.92,1.6,1.07,3.19,0.98,0.99,0.83,1.09,1.25,0.75,0.64,0.67,0.61,0.63
a_1,4.67,3.98,3.53,3.97,2.22,1.07,1.76,1.49,1.53,1.39,1.24,1.34,0.95,1.76,1.26,0.77
h_1,5.94,7.26,6.79,6.62,6.23,4.29,1.34,2.44,1.63,1.75,1.79,1.93,1.77,1.39,1.63,1.38
g_1,7.55,6.65,6.71,6.72,6.31,5.27,2.04,1.35,2.26,2.08,2.22,2.35,1.59,1.87,1.78,1.93
d_0,4.22,7.88,9.38,8.15,7.26,5.28,2.99,2.54,1.5,1.76,1.87,2.08,1.73,2.05,1.73,1.76
c_0,6.92,8.34,4.12,12.35,6.41,5.09,2.77,2.51,3.35,1.54,2.5,2.25,1.54,2.51,1.74,1.77
b_0,7.44,7.97,6.92,11.47,8.66,5.94,2.94,2.4,2.82,1.37,1.56,1.93,1.88,2.39,1.97,2.26
f_0,9.06,17.41,8.02,7.75,7.36,5.45,3.17,2.02,2.46,2.22,2.43,1.5,1.8,2.41,2.41,1.17
h_0,8.9,10.08,9.29,8.93,8.73,7.31,5.48,3.28,2.87,2.95,2.64,2.32,3.0,2.53,2.2,2.28
a_0,8.56,11.69,10.58,11.34,12.3,10.12,4.76,3.74,2.7,2.41,1.76,2.63,2.02,1.56,3.21,2.06
e_0,14.65,15.97,9.08,9.66,12.07,7.42,4.4,3.81,3.32,3.15,3.18,1.57,2.51,2.63,1.57,2.37
g_0,12.09,11.52,12.7,12.2,11.11,9.76,3.57,4.08,3.43,3.22,2.92,3.42,1.85,3.33,2.71,2.92
