,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.93,0.08,0.08,0.1,0.11,0.08,0.08,0.09,0.05,0.08,0.05,0.05,0.06,0.06,0.04,
f_1,0.2,0.93,0.12,0.11,0.1,0.06,0.06,0.07,0.04,0.06,0.06,,0.06,0.04,0.06,0.03
d_1,0.13,0.1,0.93,0.08,0.1,0.07,0.08,,0.05,0.11,0.06,0.06,0.06,0.04,0.05,0.04
c_1,0.11,0.1,0.12,0.93,0.14,0.09,0.09,0.06,0.07,,0.05,0.06,0.06,0.04,0.05,0.04
b_1,0.1,0.1,0.12,0.09,0.93,0.11,0.09,0.06,0.06,0.08,,0.07,0.06,0.04,0.06,
a_1,0.1,0.12,0.11,0.1,0.11,0.93,0.07,0.09,,0.08,0.07,0.08,0.08,,0.04,0.06
h_1,0.26,0.4,0.28,0.18,0.23,0.22,0.71,0.22,0.24,0.13,0.13,0.14,,0.13,0.26,0.13
d_0,0.36,0.33,,0.55,0.34,0.24,0.2,0.58,0.14,0.18,0.25,0.17,0.22,0.13,0.15,0.17
g_1,0.28,0.36,0.43,0.27,0.28,,0.16,0.26,0.71,0.21,0.18,0.25,0.14,0.11,,0.12
c_0,0.34,0.45,0.25,,0.27,0.24,0.27,0.32,0.17,0.57,0.31,0.22,0.24,0.12,0.18,0.12
b_0,0.42,0.37,0.31,0.44,,0.23,0.32,0.2,0.15,0.2,0.58,0.25,0.22,0.31,0.14,0.13
f_0,0.33,,0.43,0.4,0.31,0.21,0.28,0.27,0.22,0.22,0.15,0.57,0.26,0.16,0.19,
h_0,0.61,0.57,0.43,0.48,0.52,0.23,,0.31,0.36,0.25,0.32,0.18,,0.21,0.25,0.23
a_0,0.34,0.43,0.43,0.28,0.28,,0.27,0.31,0.3,0.27,0.18,0.26,0.27,0.58,,
g_0,0.45,0.41,0.71,0.54,0.4,0.34,0.24,0.4,,0.33,0.32,0.36,0.3,,,
e_0,,0.54,0.5,0.5,,0.28,0.24,0.26,0.21,0.31,0.33,,0.21,,,0.58
