,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.13,0.85,0.79,0.57,0.44,0.42,0.57,0.43,0.35,0.39,0.36,0.4,,0.33
f_1,1.29,1.0,0.91,0.95,0.87,0.73,0.39,0.49,0.46,0.41,0.38,,0.33,0.28,0.28,0.3
d_1,0.89,1.1,1.0,0.95,0.81,0.77,0.48,0.41,,0.72,0.43,0.38,0.37,0.32,0.33,0.24
c_1,1.18,1.05,1.05,1.0,1.24,0.78,0.51,0.48,0.34,,0.42,0.35,0.43,0.39,0.38,0.29
b_1,1.26,1.14,1.24,0.81,1.0,,0.43,0.49,0.51,0.55,,0.45,0.4,0.32,0.32,0.37
a_1,1.76,1.38,1.3,1.29,,1.0,0.91,0.69,0.67,0.66,0.56,0.62,0.51,,,0.38
h_1,2.27,2.56,2.07,1.95,2.31,1.09,1.0,1.13,0.82,0.93,0.82,0.96,,0.5,0.77,0.73
g_1,2.37,2.03,2.43,2.09,2.02,1.46,0.88,1.0,0.83,0.86,1.17,1.11,0.76,,0.92,
d_0,1.75,2.17,,2.93,1.94,1.49,1.21,1.2,1.0,0.83,0.76,0.89,0.95,0.92,0.54,0.77
c_0,2.3,2.45,1.38,,1.82,1.52,1.07,1.16,1.2,1.0,1.46,0.89,0.77,0.74,0.75,0.67
b_0,2.89,2.66,2.34,2.38,,1.79,1.21,0.86,1.32,0.69,1.0,0.93,0.96,1.09,0.68,1.0
f_0,2.54,,2.66,2.88,2.21,1.61,1.04,0.9,1.13,1.12,1.07,1.0,1.0,0.93,1.35,0.54
h_0,2.78,3.0,2.69,2.33,2.47,1.96,,1.32,1.05,1.3,1.04,1.0,,1.07,0.89,1.13
a_0,2.47,3.52,3.17,2.58,3.11,,2.02,,1.09,1.35,0.92,1.07,0.94,1.0,,
e_0,,3.54,3.04,2.61,3.15,,1.31,1.09,1.84,1.33,1.47,0.74,1.12,,1.0,1.17
g_0,2.99,3.29,4.25,3.41,2.67,2.63,1.38,,1.29,1.48,1.0,1.87,0.89,,0.85,
