,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,0.24,0.17,0.15,0.18,0.16,0.2,0.18,0.16,0.21,0.18,,0.17,0.19,0.15,0.25
e_1,0.17,1.51,0.13,0.18,0.14,0.14,0.21,0.23,0.13,0.31,0.19,0.17,0.22,0.12,,0.22
d_1,0.17,0.18,1.52,0.13,0.13,0.12,0.21,0.34,0.13,,0.23,0.21,0.23,0.14,0.16,0.2
c_1,0.15,0.16,0.16,1.56,0.33,0.13,0.22,,0.16,0.15,0.21,0.19,0.23,0.17,0.13,0.28
b_1,0.19,0.16,0.21,0.09,1.57,0.23,0.22,0.19,0.19,0.21,,0.15,0.3,0.19,0.18,0.2
a_1,0.16,0.18,0.2,0.17,0.12,1.71,0.23,0.23,0.16,0.23,0.17,0.25,0.29,,,0.22
h_1,0.49,0.42,0.36,0.4,0.29,0.38,1.62,0.42,0.56,0.36,0.46,0.38,,0.4,0.44,0.52
c_0,0.47,0.41,0.42,,0.44,0.35,0.55,1.39,0.44,0.58,0.85,0.52,0.69,0.5,0.55,0.44
g_1,0.42,0.45,0.74,0.43,0.42,0.34,0.34,0.55,1.73,0.28,0.37,0.56,0.32,0.42,,
d_0,0.55,0.43,,0.76,0.41,0.41,0.67,0.43,0.5,1.43,0.62,0.48,0.56,0.39,0.37,0.46
b_0,0.42,0.5,0.42,0.49,,0.34,0.57,0.48,0.54,0.52,1.45,0.53,0.84,0.94,0.41,0.46
f_0,,0.39,0.5,0.43,0.5,0.32,0.52,0.6,0.46,0.65,0.63,1.51,0.65,0.63,0.81,0.43
h_0,0.89,0.6,0.62,0.62,0.4,0.37,,0.7,1.06,0.86,0.43,0.59,,0.47,,0.78
a_0,0.41,0.48,0.49,0.51,0.43,,0.59,0.65,0.59,0.65,0.39,0.4,0.91,1.54,,0.66
e_0,0.47,,0.47,0.69,0.55,,0.53,0.64,,0.74,0.64,0.39,,,1.66,
g_0,0.39,0.64,0.64,0.44,0.7,0.5,0.71,0.84,,0.85,0.81,1.15,0.74,0.46,,
