,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,0.85,1.4,1.38,1.14,1.24,0.72,0.72,0.67,0.7,0.81,0.71,0.49,0.6,0.59,0.97
f_1,1.55,0.42,1.2,1.32,1.09,1.48,0.54,0.61,0.54,0.71,0.45,1.08,0.39,0.52,0.51,0.54
d_1,1.3,1.31,0.41,1.37,1.58,1.08,0.64,1.39,0.61,0.5,0.55,0.54,0.53,0.56,0.38,0.45
c_1,1.14,1.3,1.52,0.39,1.21,1.59,0.69,0.38,0.83,0.69,0.54,0.63,0.48,0.68,0.51,0.67
b_1,1.36,1.54,1.29,0.89,0.35,1.24,0.77,0.57,0.62,0.8,1.31,0.6,0.46,0.65,0.43,0.49
a_1,1.4,1.35,1.41,1.03,0.95,0.29,0.83,0.59,0.66,0.75,0.81,0.53,0.52,,0.48,0.52
h_1,0.97,0.97,1.05,0.97,1.06,0.78,0.26,0.4,0.42,0.61,0.38,0.39,0.63,0.41,0.41,0.31
d_0,0.6,0.95,1.31,1.12,1.09,0.94,0.67,0.28,0.45,0.52,0.49,0.42,0.46,0.41,0.41,0.47
c_0,0.85,1.05,0.62,2.74,1.07,1.03,0.53,0.41,0.28,0.54,0.47,0.42,0.36,0.43,0.42,0.57
g_1,0.96,0.92,0.86,1.19,1.28,1.05,0.4,0.41,0.41,0.23,0.4,0.39,0.32,0.42,0.57,0.41
b_0,0.83,1.18,0.81,1.26,2.02,0.88,0.52,0.39,0.25,0.57,0.26,0.4,0.37,0.41,0.31,0.41
f_0,0.83,1.69,0.95,0.87,0.88,1.02,0.5,0.42,0.41,0.44,0.42,0.24,0.45,0.41,0.24,0.83
h_0,0.99,1.04,0.85,1.05,0.98,0.83,0.83,0.38,0.39,0.56,0.37,0.36,0.57,0.42,0.4,0.48
a_0,0.93,1.08,0.89,0.9,1.05,,0.61,0.44,0.36,0.47,0.29,0.48,0.41,0.21,0.5,0.45
g_0,0.85,0.96,0.94,0.87,1.15,0.97,0.39,0.41,0.41,0.73,0.48,0.43,0.28,0.38,,0.44
e_0,1.66,1.4,0.9,0.87,0.98,1.01,0.51,0.41,0.32,0.48,0.38,0.21,0.37,0.32,0.28,0.21
