,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.2,0.94,1.16,0.82,1.08,1.4,0.93,1.03,0.98,1.14,1.01,0.96,1.1,1.01
f_1,1.39,1.0,0.89,0.97,0.96,1.06,0.76,0.98,0.99,0.83,1.02,0.94,0.99,0.75,0.73,1.03
c_1,0.83,1.12,1.0,1.02,1.32,1.04,1.15,0.65,1.08,0.91,0.77,1.03,0.96,1.03,0.85,0.9
d_1,1.06,1.03,0.98,1.0,1.0,0.88,1.02,1.05,0.83,1.35,1.03,0.93,0.92,1.14,0.96,0.8
b_1,0.86,1.05,0.76,1.0,1.0,1.42,0.97,0.96,1.08,1.19,1.33,1.02,1.14,1.0,1.06,1.31
a_1,1.22,0.94,0.96,1.14,0.7,1.0,1.29,1.17,1.12,1.03,1.14,0.87,1.12,,0.97,0.92
h_1,0.91,1.34,0.9,0.94,1.03,0.75,1.0,1.03,1.36,0.81,0.93,1.0,0.95,1.09,1.05,1.07
d_0,0.7,1.03,1.57,1.11,1.03,0.86,0.94,1.0,1.25,0.85,1.07,0.88,0.93,0.97,1.13,1.22
g_1,1.02,1.02,0.93,1.27,0.92,0.86,0.75,0.82,1.0,1.03,1.07,1.15,0.92,0.83,1.13,1.5
c_0,0.9,1.28,1.11,0.77,0.89,0.98,1.24,1.2,1.03,1.01,1.56,1.1,1.08,1.02,1.33,1.31
b_0,0.95,1.03,1.3,0.94,0.68,0.9,1.06,1.02,1.02,0.67,1.0,1.0,1.06,1.38,1.13,1.14
f_0,0.87,0.96,0.99,1.1,0.92,1.14,1.01,1.09,0.86,0.98,0.94,1.0,1.07,1.04,1.47,0.82
h_0,0.99,1.09,1.07,1.04,0.86,0.93,1.0,1.09,1.07,0.94,0.95,0.95,1.0,1.08,0.93,1.25
a_0,0.99,1.32,0.98,0.87,0.97,,0.94,0.98,1.22,0.96,0.73,0.96,0.9,1.0,1.03,0.83
e_0,0.96,1.38,1.08,1.06,0.92,1.0,0.96,0.88,0.95,0.65,0.94,0.64,1.14,0.85,1.0,0.85
g_0,0.91,0.97,1.16,1.23,0.76,1.04,0.92,0.86,,0.84,0.92,1.24,0.78,1.18,1.14,1.0
