,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.85,0.66,0.59,0.67,0.56,0.47,1.99,5.64,2.65,2.11,2.61,2.66,4.56,2.63,4.57,0.52
f_1,1.01,6.14,0.57,0.54,0.53,0.56,2.12,2.5,3.29,2.27,3.05,0.83,4.25,3.18,4.53,3.18
d_1,0.55,0.74,6.2,0.59,0.48,0.54,2.7,0.74,5.2,1.69,3.61,3.62,3.95,2.85,4.1,2.8
c_1,0.6,0.65,0.45,6.58,1.15,0.6,2.04,3.17,0.31,2.18,1.83,3.04,5.26,1.79,4.4,3.67
b_1,0.63,0.57,0.69,0.55,7.25,1.1,2.09,2.41,2.84,1.86,0.54,2.69,4.09,2.77,4.13,2.93
a_1,0.57,0.47,0.7,0.66,0.62,10.5,2.51,2.43,2.89,1.96,3.46,3.63,3.94,0.7,4.37,3.13
h_1,0.86,1.41,1.18,0.97,0.96,1.03,14.89,5.33,4.43,5.48,5.47,4.56,2.6,5.0,8.79,5.63
d_0,0.89,1.08,0.32,2.12,1.11,1.2,3.57,12.9,3.78,4.57,5.62,5.48,8.37,3.78,4.8,5.73
c_0,0.91,1.1,1.12,0.55,0.88,1.19,4.35,4.94,13.39,4.59,10.74,5.86,6.89,7.17,7.82,5.77
g_1,1.0,1.08,1.49,1.03,0.82,0.66,3.6,4.91,4.69,17.99,5.04,8.21,5.52,4.29,2.74,6.37
b_0,1.28,1.27,1.11,1.23,0.48,0.72,3.37,4.89,5.14,4.41,15.02,5.51,9.67,11.22,6.95,6.09
f_0,0.96,0.46,1.28,1.07,1.17,1.09,4.97,5.13,5.09,3.4,5.51,17.49,9.14,5.69,8.16,11.8
h_0,1.0,1.66,1.1,1.05,0.85,0.99,1.62,4.14,5.61,4.75,3.85,5.48,3.12,5.73,9.78,4.5
a_0,1.06,0.92,1.07,1.12,1.11,0.4,4.36,4.98,5.61,5.08,6.61,5.69,9.05,23.42,9.24,6.94
g_0,0.87,0.76,2.09,1.06,1.01,0.85,3.36,4.42,5.12,1.76,5.27,8.16,6.75,5.14,2.11,5.31
e_0,0.34,1.12,1.38,1.18,1.03,1.49,3.67,2.97,4.84,4.39,5.5,5.9,8.99,6.75,8.78,23.95
