,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.75,2.84,1.23,1.34,1.15,1.68,4.86,6.19,5.14,6.69,7.52,3.03,10.77,6.7,10.89,5.26
e_1,1.78,6.06,1.17,1.88,1.37,1.24,5.78,7.2,5.73,13.55,7.17,8.22,11.47,8.83,10.93,4.66
d_1,1.55,1.36,6.23,1.32,1.7,1.23,6.08,13.41,5.15,2.89,8.02,7.94,10.71,7.53,10.64,9.79
c_1,1.39,1.24,1.6,6.5,3.05,1.49,5.47,2.95,4.72,6.66,5.06,6.73,11.11,6.33,11.27,7.46
b_1,1.41,1.33,1.68,1.7,7.8,3.05,5.72,6.06,4.46,6.58,3.57,7.46,10.03,7.17,9.16,7.49
a_1,1.35,1.51,1.71,1.62,1.49,11.61,5.65,7.4,6.74,6.81,7.91,8.01,12.42,4.14,10.76,7.51
h_1,2.55,1.58,2.17,1.66,1.68,1.74,16.08,7.98,9.15,9.39,9.89,8.39,8.0,7.5,18.79,8.42
c_0,2.29,1.62,1.86,1.37,1.29,1.97,7.41,16.48,9.38,9.98,18.61,11.12,14.59,11.52,13.16,11.5
g_1,1.7,1.63,2.7,1.86,1.84,1.55,6.74,8.61,20.85,7.37,7.91,13.33,10.78,9.92,7.22,9.59
d_0,1.86,1.5,1.2,3.7,1.77,1.56,6.5,6.0,7.26,16.55,9.88,8.7,12.46,10.82,16.11,10.7
b_0,2.29,1.8,2.08,2.01,0.89,1.53,6.12,8.43,7.24,9.81,20.29,9.64,15.25,21.47,15.14,8.92
f_0,1.27,1.21,2.24,2.13,2.01,1.93,7.82,9.44,7.61,8.92,8.39,20.15,12.37,10.43,12.87,24.65
h_0,2.84,1.74,1.82,1.9,1.61,1.58,4.39,8.45,10.51,7.85,8.83,8.36,8.93,9.05,15.18,7.54
a_0,1.93,1.73,2.43,1.97,2.06,0.92,7.43,8.57,6.3,10.04,8.75,9.73,14.39,23.88,12.47,11.85
g_0,1.71,1.61,2.78,2.04,1.78,1.39,6.64,8.94,5.8,8.32,9.32,14.5,12.81,8.2,9.29,12.43
e_0,2.15,1.28,2.19,2.28,2.06,1.78,6.38,10.01,5.51,8.79,7.87,9.48,14.57,8.52,14.6,27.37
